cerrado_ticket,escalado_ticket,canal_reclamacion_regulador,fecha_apertura_reclamacion,fecha_resolucion_reclamacion,tipo_registro,numero_fila_activa,numero_fila_cerradas,producto_aprobado,productos_activos,id
True,False,BM - PAGOS MÓVILES (Apps),2024-01-13,15/01/2024,Solicitud,0.0,0.0,TC,CUENTA,38dc03d7e190cb0dda8ba45fa3ea472c7408a5c2b7042b10e67a44120ffda49d
True,False,EB - E-BANKING,2024-02-28,04/03/2024,Reclamación,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,f1d2266af137f40b7cc3aa05a4cd082c30f2cfe8cec996dc67ad0ce4119abf4c
True,False,BM - PAGOS MÓVILES (Apps),2023-06-25,18/07/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,9418eed8bfc6b44fde5a6c8df72d16fa99b4da5be3b92acdae34dc9d0250e5c3
True,False,BM - PAGOS MÓVILES (Apps),2024-01-11,26/01/2024,Solicitud,0.0,0.0,TC,TC-CUENTA,6218b558739ee274cedcc17dbbd3a1efd622e5dd174279244fb23507966e3fba
True,False,BM - PAGOS MÓVILES (Apps),2023-08-15,29/08/2023,Solicitud,9.611687812379854e-05,7.598206823189727e-05,TC,TC-CUENTA,c33078796f83013e945d577f75d9bb926e5056f9f4c5efa7f206dd16ddb21ba8
True,False,EB - E-BANKING,2024-02-15,16/02/2024,Reclamación,0.0,0.0,TC,TC-CUENTA,466c8b18fad5adf43eacf2cc8e07f06abf9f48e2960c025d32b814a561b50fc4
True,False,BM - PAGOS MÓVILES (Apps),2023-10-09,10/10/2023,Solicitud,0.0001922337562475,0.0001519641364637,TC,TC-CUENTA-PRESTAMOS,d022db3996463eeeb108743a2c4a051401eb0ae3081ecf90955d90f197498a02
True,False,PA - PROCESO INTERNO AUTORIZADO,2023-12-04,25/01/2024,Reclamación,0.0,0.0,TC,CUENTA-PRESTAMOS,2a25cf18ea4dbf90aa880d0f5524787947024009787a0f621e5fd0c84477a9bc
True,False,BM - PAGOS MÓVILES (Apps),2024-02-04,05/02/2024,Solicitud Email,0.0,0.0,TC,TC-CUENTA,7f892ec43bab62e09f7c36c8b74b9d8c63e8f8619bf55d436518835313f79ba2
True,False,BM - PAGOS MÓVILES (Apps),2023-10-18,19/10/2023,Solicitud,9.611687812379854e-05,7.598206823189727e-05,TC,TC-CUENTA-PRESTAMOS,fa8a8661f1317571fa2a417ef89fd0021eeec3b0b51e7073ac9e088020b954cd
True,False,BM - PAGOS MÓVILES (Apps),2023-10-30,27/11/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,609ed24120ac48319051e40378f79c738cb6d5581b3a0ad335b467af60ff463d
True,False,EB - E-BANKING,2023-12-30,04/01/2024,Solicitud,0.0,0.0,TC Garantizada,CUENTA-PRESTAMOS,595a916025cbbccd04d11e3e99fe7d4874443725564f788ccc1781da13a32bb3
True,False,BM - PAGOS MÓVILES (Apps),2023-12-10,09/02/2024,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,ac223e4780b5860ae97ae57dc4df42c1525517cdfaeddcb58cff767bbeb04f41
True,False,BM - PAGOS MÓVILES (Apps),2023-09-26,11/10/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,1e66e24b74053324d04405cf3d1a260a6b85f32737147fc1fd5b7c37ad71fd41
True,False,BM - PAGOS MÓVILES (Apps),2023-10-19,10/11/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,01597b63749ab2e4abf004c7e089cdacafdf673f39815d492adb2925e66a0694
True,False,BM - PAGOS MÓVILES (Apps),2023-10-02,07/11/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,c1fa6b1536bddb8c4637f465d827425e6e5b96866f384c68064ca36629c25e68
True,False,EB - E-BANKING,2024-01-31,01/02/2024,Solicitud,9.611687812379854e-05,0.0,TC,TC-CUENTA,92bcdb93a5bd6a136edbdd625fc0a0dfd28b41c87f4cfe99cebf7443a8d62a1e
True,False,EB - E-BANKING,2024-01-01,01/01/2024,Reclamación,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,9b4b179ea7b07047298b2ed9cd15f46347b0b73d993c4a442e2458fde30469a0
True,False,BM - PAGOS MÓVILES (Apps),2024-01-13,25/01/2024,Solicitud,9.611687812379854e-05,7.598206823189727e-05,TC,TC-CUENTA,d37caec9a7a25a01d11d6995a1bfdead0ba191404de603bbf412cbdd7ec71ee2
True,False,BM - PAGOS MÓVILES (Apps),2023-11-16,22/11/2023,Solicitud Email,0.0,0.0,TC Garantizada,TC-CUENTA,f389ab1f9fd4be63e7ce68d1395555abaf2764faea5c96de533ac736de0ddc0a
True,False,EB - E-BANKING,2023-07-13,21/07/2023,Reclamación,0.0,0.0,TC,TC-CUENTA,7df6903f86a3ca1bcba8b1a4cc488b77cd9457754f13ad9aef1fd513e0d013ef
True,False,EB - E-BANKING,2023-09-27,05/10/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,53ca48903f78782599818f6151a179217a6e5c6ec98bdaa4a838a30bb5ed90d4
True,False,EB - E-BANKING,2024-01-21,27/01/2024,Solicitud,9.611687812379854e-05,7.598206823189727e-05,TC Garantizada,TC-CUENTA,9d68818ddf57c5a473e9e86c4bc17acddbc0566c6d2b9279a47b0b8a565803d3
True,False,EB - E-BANKING,2023-10-20,25/10/2023,Reclamación,0.0,0.0,TC Garantizada,TC-CUENTA-PRESTAMOS,c0b78d3743c4ad8b6f505f6e59b308e802f5c054f03beda862aa584f951f77cd
True,False,BM - PAGOS MÓVILES (Apps),2023-09-04,12/09/2023,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,4ce48d29aefeaffb8ae1e80c40027061d3cfc22239bee6d5e03a725d5d56d758
False,False,BM - PAGOS MÓVILES (Apps),2024-01-29,,Solicitud,0.0001922337562475,0.0001519641364637,TC,TC-CUENTA,d37caec9a7a25a01d11d6995a1bfdead0ba191404de603bbf412cbdd7ec71ee2
True,False,EB - E-BANKING,2023-08-08,09/08/2023,Reclamación,0.0,0.0,TC,TC-CUENTA,36ec5f9caaee66df9b0780648ae8372b9ac504e4b4afbd4507c8e6d8b08875a5
True,False,BM - PAGOS MÓVILES (Apps),2023-08-26,31/08/2023,Reclamación,0.0,0.0,TC,TC-CUENTA,d7620c3762c8a60bf5846ebab90472623d7bdff8040f00eb1bbd51bd87d51648
True,False,EB - E-BANKING,2024-01-24,27/01/2024,Reclamación,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,5553d1ca95c27b4d47268c20af00c29a267f8be3f5570c05761f20a4376d6be0
True,False,BM - PAGOS MÓVILES (Apps),2024-01-03,25/01/2024,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,8b43a05dc6067af5062551152ea1b7bde5e6d961ea160c5d2e9474d89dd52887
True,False,EB - E-BANKING,2023-08-25,23/10/2023,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,9faa8bfb3d9442bec5179ab7080e4e5a65bd8efe508b8ffe30ec21eb6b765d1c
True,False,BM - PAGOS MÓVILES (Apps),2023-10-06,13/10/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,4de8cd5625aae97a7c6a62434c2d622dac76e3e6c14df9c0febfbc07a30f4b57
True,False,EB - E-BANKING,2023-12-16,20/12/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,cff0904cc3b2196b94d6a737dd57d69624d49c37983337eed4261aa1826b7e67
True,False,BM - PAGOS MÓVILES (Apps),2023-08-23,29/08/2023,Solicitud,0.0,7.598206823189727e-05,TC,TC-CUENTA,05887ec45ad1d94054a04613d8b5f5c24d0ca5486c1bf3acace8519f912855e9
True,False,BM - PAGOS MÓVILES (Apps),2023-12-15,20/12/2023,Solicitud Email,0.0,0.0,TC,CUENTA-PRESTAMOS,cc2a178f91813db72bf8bfea62c88a10d20e57997361c28bf084cd58a5884b2f
True,False,EB - E-BANKING,2024-02-22,23/02/2024,Reclamación,0.0,0.0,TC Garantizada,TC-CUENTA,a65516881ce17bdb573603bd9d9e4ed80c37f7f4114366270bd19180a271e6a9
True,False,EB - E-BANKING,2023-11-12,16/11/2023,Reclamación de cuentas,0.0,0.0,TC Garantizada,CUENTA-PRESTAMOS,595a916025cbbccd04d11e3e99fe7d4874443725564f788ccc1781da13a32bb3
True,False,BM - PAGOS MÓVILES (Apps),2023-08-21,04/09/2023,Solicitud,9.611687812379854e-05,0.0,TC,TC-CUENTA,2b3850f86c10670be908cf975a46dc490996d6494e1d12f0b72faaa5d062a456
True,False,BM - PAGOS MÓVILES (Apps),2023-08-18,21/08/2023,Solicitud,0.0,7.598206823189727e-05,TC,TC-CUENTA,2b3850f86c10670be908cf975a46dc490996d6494e1d12f0b72faaa5d062a456
True,False,BM - PAGOS MÓVILES (Apps),2023-09-21,25/09/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,0693c6961ebc5d6345d43ee0b05605897433b0360ec3146d0a8f869fad795682
True,False,EB - E-BANKING,2024-01-27,31/01/2024,Solicitud,9.611687812379854e-05,7.598206823189727e-05,TC,TC,965735f576fbb717286d1dd05800c620a1c469bc795013d901ab763412111b7e
True,False,BM - PAGOS MÓVILES (Apps),2024-01-30,19/02/2024,Solicitud,0.0,0.0,TC,TC-CUENTA,2b3850f86c10670be908cf975a46dc490996d6494e1d12f0b72faaa5d062a456
True,False,BM - PAGOS MÓVILES (Apps),2024-01-05,25/01/2024,Solicitud,0.0,0.0,TC,TC-CUENTA,99d7761c8650ec85e0f6e4c604c4333c00f567d157f3c8e174dc605eb768490d
True,False,BM - PAGOS MÓVILES (Apps),2023-10-18,18/10/2023,Solicitud Email,0.0,0.0,TC,TC-CUENTA,d528eaba0194140fe44746539a19b53b14a5c92952be1d4ef7f4534da76029cc
True,False,EB - E-BANKING,2023-10-24,25/10/2023,Reclamación,9.611687812379854e-05,7.598206823189727e-05,TC Garantizada,TC-CUENTA-PRESTAMOS,c0b78d3743c4ad8b6f505f6e59b308e802f5c054f03beda862aa584f951f77cd
True,False,BM - PAGOS MÓVILES (Apps),2023-11-27,28/11/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,e85a95b0fbb6bbe339cccf98d5b0832a7a4e20d35a44149785d5484e73e4f4dd
True,False,BM - PAGOS MÓVILES (Apps),2023-10-18,12/12/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,52dfadd3eae2f9c229b743fd59ade042149e3d068a73c4d8b836c2990d35c6b8
True,False,BM - PAGOS MÓVILES (Apps),2023-12-05,06/12/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,ee1fa64a075e8c14683818052a9301d3fbc68df807a7eab682090a1ba456eae1
True,False,BM - PAGOS MÓVILES (Apps),2023-12-13,15/12/2023,Solicitud,9.611687812379854e-05,0.0,TC Garantizada,TC-CUENTA,e37d1dc87a1ced003349eba9c52e0c6b7703db5771bd5ef1b91b0bbb49bd36fc
True,False,BM - PAGOS MÓVILES (Apps),2023-06-18,10/08/2023,Solicitud Email,9.611687812379854e-05,0.0,TC Garantizada,TC-CUENTA,14ffa5ee46da305d5b76163d5cd9411fee838293abfedb7f7507858296b12c4f
True,False,EB - E-BANKING,2023-10-24,25/10/2023,Reclamación,0.0,0.0,TC,CUENTA,215e435881c67f3d6413feba647df7738c388b169d3534c28fbf5100ef86adc6
True,False,EB - E-BANKING,2023-08-29,31/08/2023,Reclamación,0.0002883506343713,0.0004558924093913,TC Garantizada,TC-CUENTA,31d189434092417bb90d686a66542a77b496c5cdede7dce410c6293c5edfca6d
True,False,BM - PAGOS MÓVILES (Apps),2023-10-24,26/10/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,a9b9af4830252a600f6b80bec8e7ef9c87a22b7c6eac92beaaf68e2c6cf78a2a
True,False,BM - PAGOS MÓVILES (Apps),2023-09-04,07/09/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,b99806b31358c12f104e8663b970b86ad850d9578bf8f886ed61ee457f010fcf
True,False,EB - E-BANKING,2023-07-14,19/07/2023,Reclamación,9.611687812379854e-05,0.0003039282729275,TC Garantizada,TC-CUENTA-PRESTAMOS,e9dac4b7b1d9533073d773825b1a0dbd7da44653602c1578cd41c1aaa9269034
True,False,BM - PAGOS MÓVILES (Apps),2024-02-06,08/02/2024,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,50d4fb2a6bbed0373d323f16f8fd10443b77ce18005b7717a2a5b16a64b21275
True,False,BM - PAGOS MÓVILES (Apps),2023-11-06,29/11/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,5812edbb9a44d6fd916e788b0980f0d5b333cee88dff4b31a8ee536c8a329afe
True,False,BM - PAGOS MÓVILES (Apps),2024-01-17,18/01/2024,Solicitud Email,9.611687812379854e-05,7.598206823189727e-05,TC,TC-CUENTA,fc29881b5d4bcc3c5841d1a4a705fed4e01c4037acc57427874e279f7faaf3db
True,False,BM - PAGOS MÓVILES (Apps),2023-10-16,27/11/2023,Solicitud,0.0,0.0,TC,CUENTA,ef1098858ac180f69272c123c4fce7f61208f4645c2ed0e34e21a22d3a9cde9d
True,False,BM - PAGOS MÓVILES (Apps),2023-11-14,24/11/2023,Solicitud,0.0,0.0,TC,CUENTA,215e435881c67f3d6413feba647df7738c388b169d3534c28fbf5100ef86adc6
True,False,EB - E-BANKING,2024-03-01,04/03/2024,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,163cb58ef2afe60402fce61c06460bad703d37a3364ab7c9967494cd2be6f34c
True,False,EB - E-BANKING,2024-01-30,01/02/2024,Reclamación,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,08bc9042025dd99dcbaa200a715ec06f956d8532693b51905fc1f3d07584ecb9
True,False,EB - E-BANKING,2023-08-29,05/09/2023,Reclamación,0.0001922337562475,0.0,TC Garantizada,TC-CUENTA,31d189434092417bb90d686a66542a77b496c5cdede7dce410c6293c5edfca6d
True,False,PA - PROCESO INTERNO AUTORIZADO,2023-11-16,18/01/2024,Reclamación Prestamo,0.0,0.0,TC,TC ONBOARDING,400e44876b01bbed6c4a6fbbd783b3d32c268657ba2a55c34455a865fdb0d766
True,False,BM - PAGOS MÓVILES (Apps),2023-11-04,13/11/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,35891546fae6d9751f6c592071077f86e47f1ca5faa8779b028c2e13a1d44138
True,False,BM - PAGOS MÓVILES (Apps),2023-11-16,20/11/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,59329574cb93747700e1b25736ae0010d7eaccea5d78f2b6038fd827fbf923b0
True,False,BM - PAGOS MÓVILES (Apps),2023-10-02,03/10/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,aa3514c76d61f8d718d5fc478159dcd3738effae94c8bf7975eb8515e5d03ceb
False,False,BM - PAGOS MÓVILES (Apps),2024-01-19,,Solicitud de funcionalidad,0.9039792387543252,0.97636957677988,TC,TC-CUENTA,d7620c3762c8a60bf5846ebab90472623d7bdff8040f00eb1bbd51bd87d51648
True,False,BM - PAGOS MÓVILES (Apps),2023-09-20,28/09/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,2930a536e8e4e8088c8c02a4438101372c4bcdaeaf598659ba8d21ab68c17b80
True,False,BM - PAGOS MÓVILES (Apps),2023-09-11,22/09/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,0e3577de3d1260cb61fbf2f6a7a61c79e7907219c790170326d4bbc904d5378d
True,False,PA - PROCESO INTERNO AUTORIZADO,2023-12-01,01/12/2023,Reclamación,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,0e812e2b7e1a9282893ecc67c8da809af4474324efd106de59a72256df02e327
True,False,EB - E-BANKING,2023-12-11,15/12/2023,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,4bd09375047c54831bbe2ff2c1297a4a5c4fa51f072089c499d1f8d4c3868d69
True,False,BM - PAGOS MÓVILES (Apps),2023-10-31,22/11/2023,Solicitud Email,0.0,0.0,TC Garantizada,TC-CUENTA,bfcb56c0d7d34a4fd74061ce821884a505e684af13fcdd6bb79a6b88b987f974
True,False,BM - PAGOS MÓVILES (Apps),2024-01-04,05/01/2024,Solicitud Email,9.611687812379854e-05,0.0,TC,TC-CUENTA,163d2ed9d68dd6fb099b597506a32dcfa5c8ab5e5864937748c25a97cb37789d
True,False,EB - E-BANKING,2024-02-10,29/02/2024,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,a01ba5fbc03dab9002a134d54e23e075704bddee183188d6436e17e25c6e22dd
True,False,BM - PAGOS MÓVILES (Apps),2024-01-30,07/02/2024,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,4f466258df9e263f871d1570f3767c6bbde91f711715524b9f7b8503dc9d5618
True,False,BM - PAGOS MÓVILES (Apps),2023-09-04,14/09/2023,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,14312b380f02210a4dc2cb24a94a574b04aa6704e06efa6c3ae2b45e57d9519e
True,False,EB - E-BANKING,2023-10-09,07/12/2023,Solicitud,0.0003844675124951,0.0,TC Garantizada,CUENTA,8291653a102fecbcd3539dbb97c3cd67016ff311a1bdf8c78dfeeab8f7b1ab0c
True,False,BM - PAGOS MÓVILES (Apps),2023-11-21,22/11/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,8b4d1baa76abcf332a50b2f64206c0ca91523a43a5c0569b8bab0572f5fd2b92
True,False,BM - PAGOS MÓVILES (Apps),2023-11-01,07/11/2023,Solicitud Email,0.0,7.598206823189727e-05,TC Garantizada,TC-CUENTA,dc549371ce6ce6442d5c2978eed977071830f7b32251867fc35af5434b3bda79
True,False,BM - PAGOS MÓVILES (Apps),2023-12-03,04/12/2023,Solicitud,0.0,0.0,TC,CUENTA-PRESTAMOS,2a25cf18ea4dbf90aa880d0f5524787947024009787a0f621e5fd0c84477a9bc
True,False,EB - E-BANKING,2023-08-20,04/09/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,82bdeca778286b2bfece24d44c39d3a4056c616a6600cbe3407ed7b7383b653f
True,False,BM - PAGOS MÓVILES (Apps),2023-10-05,22/11/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,b69591e329f6c51733b0cbe811c8eb6506ad86d32f9bbff4faedb27b6d7f1c1c
True,False,EB - E-BANKING,2023-10-23,25/10/2023,Reclamación,0.0,0.0,TC,TC-CUENTA,cb9004854df6aa3c4f53b1590b316a10ff3476d137afd28c977b1cd797264dc3
True,False,EB - E-BANKING,2023-11-08,15/11/2023,Reclamación,0.0001922337562475,0.0,TC,TC-CUENTA,c43bb560c3418820b534582e9d1a212f45094b67b01a3d21b69813160380ee5b
True,False,BM - PAGOS MÓVILES (Apps),2023-12-03,04/12/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,8efdc439980ce504b3fba1a01b992c4f70cb0b1eb259d2e3469a5a9b06935e8d
True,False,BM - PAGOS MÓVILES (Apps),2023-08-03,03/08/2023,Solicitud Email,0.0,0.0,TC,CUENTA,28e703c5fc7aaaf0cbd4179d85507b2779560f255bd12db225f097fa38406f3c
True,False,EB - E-BANKING,2024-01-04,09/01/2024,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,549138e220adf666a523ba76e2bfd7caa24351a2b098484487ec543c0fec290d
True,False,PA - PROCESO INTERNO AUTORIZADO,2023-12-23,29/12/2023,Reclamación de cuentas,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,6ca82f3d5326bcc51b598780c6e31c170935a3c760cd9c2f72df28e8c4cac55e
True,False,BM - PAGOS MÓVILES (Apps),2023-11-29,16/01/2024,Solicitud,0.0,0.0,TC,TC-CUENTA,69be3d3b1d70e42fd00f1abccf1c3dc6ca7cc6617a35d8da22c65e68928363b6
True,False,BM - PAGOS MÓVILES (Apps),2023-12-29,04/04/2024,Solicitud,0.0,0.0,TC,TC-CUENTA,d4074921759ed9ad3ec9db2e8e0128def94a75c34fa9e95a0021937518744239
True,False,BM - PAGOS MÓVILES (Apps),2024-02-07,21/02/2024,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,2e37c9c48f7e41cc4e355f86b6b6fb1ad7f62700a83a9d5e210f3d06e41ddaca
True,False,EB - E-BANKING,2023-07-09,11/07/2023,Reclamación,0.0,0.0,TC,OTROS,7627c1b76832350ac7293e72590d9eaf5f3fcd0667980195ad6dba9a9aa74d03
True,False,BM - PAGOS MÓVILES (Apps),2024-01-30,19/02/2024,Solicitud,0.0,0.0,TC,TC-CUENTA,c93d3abb53e4072957e61f85a228ce9459e129c73845298ef89f9eb4d378d4ba
True,False,BM - PAGOS MÓVILES (Apps),2024-02-05,12/02/2024,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,3e9223511a6eb974ea0ee1ac0aed2fab2e735272812dfe691a6428e86abe30f9
True,False,BM - PAGOS MÓVILES (Apps),2024-02-02,21/02/2024,Solicitud Email,9.611687812379854e-05,0.0,TC,TC-CUENTA,64d60c71c8482aaa1db26f070b6bd1b8732d2837c23456954350da336eb4bf61
True,False,EB - E-BANKING,2023-12-04,15/12/2023,Reclamación,0.0,0.0,TC Garantizada,TC-CUENTA,cc113f025f672de82b691f24c7d2cf168aca745952c66b81461e8fb731a448b2
True,False,BM - PAGOS MÓVILES (Apps),2023-09-27,11/10/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,66b8e82deedb29b22bf99ac836f017124495126ae7035de5c366eac67d851f82
True,False,BM - PAGOS MÓVILES (Apps),2023-09-04,12/09/2023,Solicitud,9.611687812379854e-05,0.0,TC,TC-CUENTA,dcc49adfd5bba43931f955a112aba07e69d9a0d42e97ccdbbad73b650ac5f318
True,False,BM - PAGOS MÓVILES (Apps),2023-10-12,12/10/2023,Solicitud Email,0.0,0.0,TC,CUENTA,7e95d0eca90da98efd830b74140d3b048661e76f5333764e7a54be6b1b1f0fcd
True,False,BM - PAGOS MÓVILES (Apps),2023-10-09,16/10/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,14c96e71d2e2739382a45936753671e4d13a5e747be1bd0dbcbee2e6459319e8
