indicador_aprobacion_evo,valor_prediccion,limite_credito,fecha,hora,num_cuentas_deuda_120,porc_credito_revolving_nuevo,porc_credito_revolving_antiguo,prom_cuentas_credito_6m,total_cuentas_credito_6m,max_meses_credito_abierto,max_cuota_prestamo,max_monto_prestamo,max_monto_capacidad_prestamo,max_plazo,min_plazo,tasa_interes,monto_solicitado,puntuacion,ingreso_elegido,ingreso_reportado,id
0,0.333269,,2023-12-21 00:00:00,17:11:16,0.1428571428571428,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0404040404040404,,0.015733,0.0006667222268522,8c29eb51cc0bcab74f532d5fb331f26c867092161822e38e7cc92e3db2e6c5d9
1,0.115291,,2023-11-21 00:00:00,21:35:52,0.0714285714285714,,,,,,0.04157955070177,0.0636363636363636,0.0382832414171165,0.75,0.3333333333333333,0.9677419354838708,0.0252525252525252,,0.028,0.00038336528044,dfb2be504d9cd66e79df850935e5f1dafd36298fe38b58ee86c564d1cc58d153
1,0.151139,,2024-02-12 00:00:00,04:52:02,0.0,,,,,,0.0275378394329915,0.0545454545454545,0.0253547173388318,0.75,0.3333333333333333,0.9838709677419356,0.0202020202020202,,0.03,0.0003500291690974,8c9b545837e56d84df37d767366ac8fffbd89e7fe2cd3cb45cb113a602222487
0,0.171641,,2023-12-07 00:00:00,20:25:52,0.0,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0404040404040404,,0.005954,0.0009167430619218,69fe7264a9e90b25942c14c70c520f067ceceaf9e5da48a8488cbce19b3586e0
1,0.178609,,2024-01-18 00:00:00,16:43:07,0.0,,,,,,0.3431446718144625,0.4545454545454545,0.3159411318870042,1.0,0.3333333333333333,0.8693548387096774,0.2424242424242424,,0.245,0.0029169097424785,7c4b5221b4b9e457b830d81a5d8d332fd8d18a2ece5c9900099baea7db1b4646
1,0.067081,,2023-10-19 00:00:00,01:14:46,0.0,,,,,,0.012472454475775,0.0763636363636363,0.0104357961532646,0.75,0.3333333333333333,0.6435483870967742,0.1414141414141414,,0.08,0.0010000833402783,6d55485257b17f4fc4ff41aeef6b490abb93bf82be40eeb3d329c9f7ddcc3847
1,0.205785,,2024-01-17 00:00:00,19:15:34,0.0,,,,,,0.0123440033637856,0.0709090909090909,0.0096708904593041,0.75,0.3333333333333333,0.9677419354838708,0.1414141414141414,,0.051162,0.002616884740395,158edbdfa9cc505aaa863aa9955767170fb9906c69fb7da6e63fe0cca67d07cb
0,0.091746,,2023-11-15 00:00:00,19:13:01,0.0,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,,0.13730214,0.009917493124427,5793a71414c94deb6bf16a72d830a790b915af902c28e6472dca61f6b1475705
1,0.113731,,2023-11-15 00:00:00,21:34:48,0.0,,,,,,0.0173074879796117,0.0181818181818181,0.0159353992398747,0.5,0.3333333333333333,0.9677419354838708,0.0,,0.011655,0.0002500208350695,c86f161139ec3c5f7da6b7cbdec2d69259f2cb9dd39b34a5a72ba3f254628177
0,0.058078,,2024-01-14 00:00:00,20:57:24,0.0,,,,,,0.0,0.0,0.0,1.0,0.3333333333333333,0.5790322580645161,0.1919191919191919,,0.075947,0.0024168680723393,6cdc80d0576d955f60d376ddc0e7a2defb7801040a0bd5588819d513f6369cc0
0,,,2023-11-08 00:00:00,20:05:15,,,,,,,,,,,,,,,,0.0004167013917826,77622544cb00f1639cf9c6e4fc4fea3a11ab4bce0ae782565bb74d24281bb8ef
1,0.166065,,2024-02-12 00:00:00,04:41:51,0.0,,,,,,0.1213280894589973,0.1454545454545454,0.1117095413741106,1.0,0.3333333333333333,0.9338709677419356,0.0707070707070707,,0.06,0.0009167430619218,702a1c17a6bd2c24528b9b410319d17422077f8c27414ea058e9f6d8959904c0
1,0.191958,,2024-02-11 00:00:00,03:48:50,0.0,,,,,,0.062369326052655,0.1272727272727272,0.0574248621256748,1.0,0.3333333333333333,0.9338709677419356,0.2424242424242424,,0.028,0.00038336528044,8b43a05dc6067af5062551152ea1b7bde5e6d961ea160c5d2e9474d89dd52887
0,,,2023-12-10 00:00:00,06:56:46,,,,,,,,,,,,,0.005050505050505,,,0.0003500291690974,cff0904cc3b2196b94d6a737dd57d69624d49c37983337eed4261aa1826b7e67
0,0.098515,,2024-02-02 00:00:00,17:40:51,0.0,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0909090909090909,,0.04,0.0005833819484957,10849d6490d98345edca99351ddd9aebfdf25978a627d5a0400fa7aab0ac069d
1,0.206694,,2023-10-13 00:00:00,12:30:43,0.0,,,,,,0.019494052602141,0.0363636363636363,0.019494052602141,0.5,0.3333333333333333,0.8370967741935484,0.0404040404040404,,0.013413,0.0005833819484957,c7387f9326a47e1536ac4677263c2c4e31beda912b85490c1a79292aa2362a41
1,0.059304,,2023-12-08 00:00:00,13:32:54,0.0,,,,,,0.1043973419084226,0.1818181818181818,0.0961210156466474,1.0,0.3333333333333333,0.7403225806451613,0.0909090909090909,,0.070302,0.0040836736394699,d1f60a23b32416729391607a0fc2eeee438e4c3dffdf38b8389eb0cee616bef0
0,0.116966,,2023-11-22 00:00:00,00:33:24,0.0,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0656565656565656,,0.029,0.0004000333361113,b72ddad3b24070cc1854d9bd529f5b851cc5b6572b9430d70323fd11439aef2b
0,0.15001,,2023-12-06 00:00:00,19:12:27,0.0714285714285714,,,,,,0.0,0.0,0.0273343027347523,1.0,0.3333333333333333,0.0,0.2929292929292929,,0.062,0.0009500791732644,d01621600fd27c677c3b2c7ad7dbc20f99ee0ff6e3eaecaa473376aee288c6fe
0,0.329903,,2023-11-28 00:00:00,11:32:13,0.0714285714285714,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1919191919191919,,0.04564447,0.0024168680723393,fbfa3a2b758242e26534df2cecd5c2b335670ce7719c1afdeef3c1d00205701a
0,0.12569,,2023-10-30 00:00:00,16:47:53,0.0,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.7403225806451613,0.0909090909090909,,0.024303,0.0017501458454871,a28d6bf815df841b50b48e63611bd1011812346c1bc2d40a4f7c0da36a633fa5
0,0.355166,,2023-11-15 00:00:00,10:09:48,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0505050505050505,,0.010753,0.0003333611134261,5c0fe9b38b8c352c0615c6cad1387db53ed3d0178ca030bd164d5b6c7aa39fec
1,0.112878,,2023-10-05 00:00:00,23:49:41,0.0,,,,,,0.0225970008224583,0.0545454545454545,0.0225970008224583,0.75,0.3333333333333333,0.6435483870967742,0.0202020202020202,,0.015217,0.0010834236186348,3a4028d9c019bd226276e0a64d4e604d10c5a87744ce408426843929112343f5
0,0.194353,,2024-03-01 00:00:00,14:21:22,0.0,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0909090909090909,,0.023,0.0007500625052087,7bc5cfb3e609da4ed7294228af8719c32f97075ba0291672cc64e9b1cfb610a9
0,,,2023-11-24 00:00:00,00:42:18,,,,,,,,,,,,,,,,0.0015001250104175,ce8e1aaa25b023ca574bce0cd455a7b34351b903a83195fa6cf7fc2f4cf2fad8
0,0.23972,,2023-10-25 00:00:00,13:52:32,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.3939393939393939,,0.052524,0.0011667638969914,36f1ebb81d87a36d74611086e0c09d74707ddab4da0450501b7c5a9207e89e5c
