dias_atraso,limite_credito,fecha_activacion,probabilidad_default_TC,tiene_cuenta,sector,ciudad,TC_garantizada,id_ocupacion,id_tipo_ocupacion,nombre_ocupacion,fecha_nacimiento,id
0.0,0.0319806396127922,2024-01-11,0.156459645527734,True,VILLA ALBA,SANTIAGO,False,,,,2000-08-12,ce3a4d8137c9cb0085ac500ba243abf0b4d12edb062d901563ec9dbc57ea05a7
0.0,0.0419808396167923,2022-12-20,0.151386233679851,False,,,False,,,,2002-09-15,ac47eda242107c5ae0a99435b59804bc4a9bb8ad6df03e6cba2ce838800f302b
0.0,0.009980199603992,2024-01-27,0.1490961075605867,True,VILLA FLORES,SAN JUAN,False,219.0,6.0,Administrador,1995-09-10,70b52f36fb03ef18fd89578de4a514d67fd0da2d7167a5052e9024609518f787
0.0,0.0139802796055921,2024-02-24,,True,LA FE,DISTRITO NACIONAL,True,219.0,6.0,Administrador,1992-07-30,aa00f80e3f19e2353bc728fb0862cfca4dd081b125d3a34ff129f89902f8bbdc
0.0,0.0179803596071921,2023-11-02,0.0941708034202507,True,HATO MAYOR,SANTIAGO,False,,,,1996-11-22,1df76b7f300e6e86eee1573528e649b94abcdf46f89030c05f3e4ee6e01b8bc9
0.0,0.0799815996319926,2024-01-18,0.122544825140968,True,PANTOJA,SANTO DOMINGO,False,195.0,2.0,Otros,2002-02-08,6e23bd17fe0a7dcd3c8997003c1b3af95288ced1de7b1c32611609fbcaa5245a
0.0,0.0379807596151923,2024-01-31,0.1788244666679063,True,BELLA VISTA,SANTIAGO,False,189.0,2.0,Musico,1999-06-27,b8c23f80bf9866ed6c942b2d1fbe23158bbb8049ecf3d34aadf228392e93d0ee
0.0,0.009980199603992,2023-10-02,,True,LA PINA I,DUARTE,True,,,,2001-06-11,4bcb429e3c30a1cf9cd5e0831bb9a5aa719583f06623ad938d2ea6e1fdd967d4
0.0,0.0399807996159923,2023-08-10,0.0208542138829008,True,SIMON BOLIVAR,DISTRITO NACIONAL,False,,,,1987-10-20,d5500aaef077a5e0f01d1099b047c2e5062a53a69f482b43036ba6192e455c77
0.0,0.0819816396327926,2023-09-13,,True,,Pedro Brand,,,,,2000-02-19,e12495fab438f194bfffa4837973432ecd39aac59cd78a767c1544d155e10cf3
0.0,0.1379827596551931,2023-11-01,0.0655675945417521,True,BAVARO,LA ALTAGRACIA,False,,,,1987-03-18,b8971ab8368aaf1d930da1638a8851a8ef608136873cc68bb20784fb076f24bd
0.0,0.009980199603992,2023-11-20,,True,HERMANAS MIRABAL,HERMANAS MIRABAL,True,,,,2000-09-19,7dc149085dc330d096971ccc3aa51d93c19807a0ecb7ea10368b80d8e4d7a69d
0.0,0.009980199603992,2023-09-20,,True,SAN JOSE DE MENDOZA,SANTO DOMINGO ESTE,,,,,1986-10-13,966254040a89a80835d6217581eb1a154fe3a4474badd7d141a487e20dcddbe6
0.0,0.0199803996079921,2024-01-02,,True,LA GUAYIGA,SANTO DOMINGO,True,6.0,1.0,Abogado,1986-09-26,801fdea00ec33e07b1e15425292e711aa4d286981feee44efc49e7f42267d1f6
0.0,0.0279805596111922,2023-08-05,0.2587185639910824,True,CASTANUELAS,MONTE CRISTI,False,,,,1997-01-12,27ac6aef402099deea06eb6a97416ff5fb50ba824e311032f179cd4966b1b8fa
0.0,0.1999839996799936,2023-09-09,,True,VILLA ESTELA,BARAHONA,,,,,1999-12-29,b7fec36c57de6411040d93cfe7be1bad183c04908f05e8736f9ffa8dbd3d51fb
0.0,0.0579811596231924,2023-08-26,,True,SANTO DOMINGO,LA VEGA,,,,,1986-09-16,29a6cd1d8af3afd4f79df980d6ea79d8e91201ea6b22fd10cda42c918a7cbfa4
0.0,0.0999819996399928,2023-10-02,0.0711406795589392,True,ALTOS DE CHAVON,SANTO DOMINGO,True,146.0,2.0,Comerciante,1972-05-25,ee0c75c944521eeb62c0d040c6440021ed2a68042227536aceb7a80e19970923
0.0,0.2439848796975939,2023-11-11,0.0129006580339262,True,GURABO,SANTIAGO,False,,,,1989-10-11,b44bd9962c31fd4d0f47c68591fb943a28cb145d6f0e470a54a83a9605fae5a2
0.0,0.0239804796095921,2023-08-05,0.0940627376885512,True,LAS AMERICAS,SANTO DOMINGO,False,,,,1986-03-26,a19f482de733a749186929b0461eed02305a2340b7eb148c479d3236f1b4a556
0.0,0.0299805996119922,2023-11-22,0.0770762627344891,True,LOS FRAILES,SANTO DOMINGO,False,,,,1996-09-27,c799c7deaf4b60542b5f0110a7cec760ab1177d2a557a7ad866f3d23f70496bd
0.1186440677966101,0.009980199603992,2023-11-21,0.6091828586313812,True,ISABELITA,SANTO DOMINGO,True,,,,1994-08-29,1eceb880f563da5ba27af6ccf86303722c60e1091737d67068196077e04e8a1b
0.0,0.009980199603992,2023-11-16,0.1695384852815222,True,CHACUEY,SANCHEZ RAMIREZ,False,,,,1994-09-04,79aab4f0dc6f6f9e9f550b0c8995c080ecc61162c4818b07510298e270bd6d6e
0.0,0.009980199603992,2024-01-09,,False,LAS AMERICAS,SANTO DOMINGO,True,233.0,6.0,Auxiliar,2003-04-01,a01ba5fbc03dab9002a134d54e23e075704bddee183188d6436e17e25c6e22dd
0.0,0.0199803996079921,2024-01-19,0.0875639267360097,True,LA GUAYIGA,SANTO DOMINGO,False,300.0,6.0,Otros,2004-03-09,b201b7eac9ff35da8ad9a1678cbaf4637bfd515c064c5953de172bef85225c3e
0.0,0.0399807996159923,2023-09-21,,True,LOS RIOS,SANTO DOMINGO DE GUZMAN,,,,,1999-12-02,4ee51aa7bb22102125f23c89d01bd953e159ab3540eb5ddd67fb538ec701bcfe
0.0,0.0199803996079921,2023-10-27,0.5131906862798459,True,JULIETA MORALES,DISTRITO NACIONAL,True,17.0,1.0,Arquitecto,1968-03-10,8efdc439980ce504b3fba1a01b992c4f70cb0b1eb259d2e3469a5a9b06935e8d
0.0,0.0199803996079921,2023-12-27,0.0877772847511579,True,BUENOS AIRES,SANTIAGO,False,,,,1998-12-06,ee964c8a97f957279c3b24aa81a8310fe932dac4a84319b3f238c93d25ec3c1f
0.0,0.0399807996159923,2023-07-11,0.0366625145226855,True,CENTRO DE LA CIUDAD,SANTIAGO,False,,,,1989-02-05,10021e6a5519c0f638b936501206940a9315ef2aa2f6d235d01eaa2bd293ebf0
0.0,0.0499809996199924,2024-02-21,0.1190752133685172,True,PUNTA CANA,SAN JUAN,False,317.0,6.0,Turismo,1999-08-22,3b4ce6f43e23f0efe3ab361ba8beee14ed2bdf28bb8f0c0d8060742011c4ba11
0.0,0.009980199603992,2023-09-28,,True,PRADO ORIENTAL,SANTO DOMINGO,True,,,,1997-09-16,77622544cb00f1639cf9c6e4fc4fea3a11ab4bce0ae782565bb74d24281bb8ef
0.0,0.0919818396367927,2024-01-24,0.0105627275487474,True,LUPERON,BARAHONA,False,227.0,6.0,Analista,1994-12-27,84a747318253379c732012c631ec028808a1ea92fa2fd21e385ffddf758a693c
0.0,0.0599811996239924,2024-02-02,0.1995737675607178,True,MATA LARGA,DUARTE,False,146.0,2.0,Comerciante,1994-10-05,9bdfc2a9601a3c526f21901f57177bef92232e7613aefff02cb589c292597352
0.0,0.0299805996119922,2023-10-03,0.0559232072494811,True,SAN LUIS,SANTO DOMINGO,False,,,,1990-12-27,f0220371d8cda27c2cfb4cb5b0d5a1f9aab901ba8b78bd1cf6870f353a918abf
0.0,0.0199803996079921,2023-11-09,0.0589899436222921,True,LOS MINA SUR,SANTO DOMINGO,False,,,,1996-12-17,99cc74fc8e30d6ab262a0ba6ffb5210ce91f48ee716daa61f5eb0e95763795a0
0.0,0.371987439748795,2023-08-09,0.0113879345437103,True,VILLA MELLA,SANTO DOMINGO,False,,,,1977-08-14,011abcea2ddbf509055286ef5ab0a7022e0b8594359105ff001425e95f9e210b
0.0,0.009980199603992,2023-07-08,0.1499567982747955,True,CRISTO REY,DISTRITO NACIONAL,False,,,,1998-04-28,eba174ee7de1077d7ef8bae54ea415df7547fdb1291b5fe0d65aa3eca0413373
0.0,0.0799815996319926,2023-07-03,0.0862035021891342,True,EL MILLON,DISTRITO NACIONAL,False,,,,2002-05-22,783deb9121f25b41fe0040c095abf3794cd09997abe3d1fb03847855d0213d85
0.0,0.0459809196183923,2023-09-25,,True,LOS CACICAZGOS,DISTRITO NACIONAL,True,,,,1987-09-06,4a74534f7f8deb95bf54b362f9414dbb7da7bea2139a37fd22c8eba29fb8259c
0.0,0.011980239604792,2024-01-24,0.2751700793387546,True,SAVICA,LA ALTAGRACIA,False,233.0,6.0,Auxiliar,2003-12-04,4535dbc78ac1ee33cd09fa2ce9bbc6b4666ad9fe99e358427b4cff6e1e2e6cc4
0.0,0.0399807996159923,2024-02-14,,True,LA YAUTIA,MONSEÑOR NOUEL,False,229.0,6.0,Asesor,1999-07-28,d3ae4caa7ddd3dee51e706bfd2731a699a13d3ab69b4e98d643e90abac14b622
0.0,0.0199803996079921,2023-09-11,,True,GURABO,SANTIAGO,True,,,,2001-09-26,8291653a102fecbcd3539dbb97c3cd67016ff311a1bdf8c78dfeeab8f7b1ab0c
0.0,0.0499809996199924,2023-07-06,0.053606750278817,True,INGENIO SANTA FE,SAN PEDRO DE MACORIS,False,,,,1999-08-24,6e10224e6766435283bf150751e03f49c73bed9a41d38e86d86b28dfa7f3c0ee
0.0,0.9239984799695994,2023-09-08,,True,,Santo Domingo Este,,,,,1974-11-12,0f8c2903221f531e8cc2f7fafbe96538dd0154c303f931e1e903ce69cdc096fa
0.0,0.0199803996079921,2024-01-23,0.158784271195807,True,PALMAR ABAJO,SANTIAGO,False,313.0,6.0,Supervisor,2002-07-26,298b18366b437ac2db53bc7cc860d271ffed656e0e279feba5458e8f89151e65
0.0,0.0299805996119922,2024-02-29,0.0836779801877132,True,ARROYO HONDO,PERAVIA,False,70.0,1.0,Licenciado,2001-01-08,e1b0ffdc4a197df26744cfd748c00b65d8dafb593e10479dea0cd4840e7d18fd
0.0,0.011980239604792,2023-10-24,0.0822931391383208,True,ZONA UNIVERSITARIA,DISTRITO NACIONAL,False,,,,2000-01-04,5cdd610fd7ee60dedc013c212b2c531b4173df4ee2faf2729df4d67529f5b912
0.0,0.0239804796095921,2024-02-17,0.2218453457035752,True,JUANA VICENTA,SAMANÁ,False,242.0,6.0,Camarero,1988-04-11,b47488ae34f73e5d9a7226071087d7cfcea0c5c1843a5c8f38bc5a43f65adf5f
0.0,0.3999879997599952,2023-05-03,0.2070936146158996,True,ENSANCHE OZAMA,SANTO DOMINGO,False,227.0,6.0,Analista,1978-03-18,38f5f380bbc23883243b06f49cbbbd71100ddadee899f781780cb034ed1896a0
0.0,0.0599811996239924,2023-03-17,,True,,Santiago,,,,,2001-11-16,15b351f9fe08f94c6e7af029e9b563f41ba3f5bbffd1b152fb1de37aef4a9232
0.0,0.1999839996799936,2023-09-15,0.2812574947248825,True,EVARISTO MORALES,DISTRITO NACIONAL,False,,,,1994-07-26,f9c893c6148e76b169e0a86653b30f61317cf3fdad5dddb3e36f4450cc90fe41
0.0,0.0279805596111922,2023-08-20,,True,SANTO DOMINGO,LA VEGA,,,,,1995-01-17,d1797190f32f747518718812dc19f5eea52cb67b6f486aacdade25951945986a
0.0,0.0199803996079921,2024-02-20,0.1130674598540219,True,EL DORADO,SANTIAGO,False,318.0,6.0,Vendedor,2002-03-16,e023a9b776dd06f36f594de20448d3b097638af8615871c2e3c0972875fecfdc
0.0,0.0499809996199924,2023-11-10,,True,HONDURAS DEL NORTE,DISTRITO NACIONAL,True,,,,1992-10-03,50a73a95894b9c2a8109c4222839d9c59e82e0704cb51edede1836915dd241a6
0.0,0.0299805996119922,2022-12-05,,False,,Santo Domingo de Guzman,,,,,1990-06-27,ce6e041a453227e303c00854ecfa9d0350fbf6af809c5dd88d83fa0a99022cf1
0.0,0.0199803996079921,2023-09-28,,True,LAGUNA PRIETA,PUNAL,,,,,1994-12-22,2930a536e8e4e8088c8c02a4438101372c4bcdaeaf598659ba8d21ab68c17b80
0.0,0.0599811996239924,2023-09-15,,True,LOS RIOS,LOS RIOS,,,,,1997-09-05,f4fc4b3942851fd4b5382c791bc039d1174c58b4482e20c33b6ced3f4322bcff
0.0,0.1399827996559931,2023-09-08,,True,,Los Alcarrizos,,,,,1979-02-21,d695d9225decda45532e50ea7147a325d1e1b3f63b7bce49d19df965aeff84a2
0.0,0.0499809996199924,2023-07-05,0.1215825232943469,True,ENSANCHE ESPAILLAT,DISTRITO NACIONAL,False,,,,1999-11-29,91f9b2c36fb38bc3e54d5604eda70b045e02de1a2d3b860622ac282565134425
0.0,0.009980199603992,2023-09-05,,True,LOS TRES BRAZOS-JARDINES DEL O,SANTO DOMINGO ESTE,,,,,1992-09-21,14ffa5ee46da305d5b76163d5cd9411fee838293abfedb7f7507858296b12c4f
0.0,0.0199803996079921,2023-10-27,0.246386499645544,True,SABANA PERDIDA,SANTO DOMINGO,False,,,,1985-08-30,37c57fa78a6a007ab2c8b2931136e95e53bb22ff50c5f59d286b760605d8c340
0.0,0.0199803996079921,2023-11-27,,True,VILLA OLGA,SANTIAGO,,,,,2003-06-24,ed31d5665b4da3e121327b968decc6f0b4f7d31c7d71ac7d44e4f8c601d60f4c
0.0,0.0399807996159923,2023-09-01,,True,LOS TRINITARIOS,SANTO DOMINGO ESTE,,,,,1996-07-19,d1ddfab09afbe304c00bb180a3d0a5b52f4dd331e5e6c429db4788de966a02b5
0.0,0.0279805596111922,2023-07-29,0.1601133770668184,True,VILLA FARO,SANTO DOMINGO,False,,,,1990-04-05,c71aec3a59a576b51ae083cfc1eef604af02ef7b5cfa22e9376bfd8411d8f2e2
0.0,0.0299805996119922,2023-10-23,0.1136852091938034,True,VILLA MELLA,SANTO DOMINGO,False,,,,1993-08-06,5008c4b21734546559e656af9694b2c9d98d1514e158ae2f1e2bfb6054922bf9
0.0,0.0399807996159923,2023-11-08,0.2543937571110292,True,ZONA UNIVERSITARIA,DISTRITO NACIONAL,False,,,,1995-02-09,f3baa6910e4fcd531a363797cfc6045d7606d9fe1f85e4c6cef8c9efa476d001
0.0,0.0799815996319926,2023-11-01,0.0766524181004958,True,,Santiago,,,,,1999-02-09,10d340c6369c0dd8b72371de13126c7f1aa34ce71e80ddadf7495ded4c6d43c8
0.0,0.3079861597231945,2023-11-17,0.0886130949125365,True,RESTAURACION,SAN PEDRO DE MACORIS,False,,,,1992-11-22,af4d19be889848de70379faf0a73d3f86f643cd3362e57c5d1cbdac1e85ce5cf
0.0,0.4799895997919958,2023-10-05,,True,RINCON LARGO,SANTIAGO,,,,,1976-10-26,142f48cc56795e7246e88ab4f012af9c2a66707b6db04c642043c5454eefa03b
0.0,0.0239804796095921,2023-07-31,0.0315454503326504,True,HERMANAS MIRABAL,HERMANAS MIRABAL,False,,,,1999-03-21,ada2c05735e70bf02207e3eda869ba2da322877c3716d0fef70be332bde98851
0.0,0.9199983999679994,2023-07-28,0.1504144641978577,True,,,False,,,,1962-12-15,70dc8e614f4f4c935cd899333a039587dcd5b66aed2b20435b4257e96e39cb7a
0.0,0.009980199603992,2024-01-24,0.0885424636070202,True,PLAN PORVENIR O LOS CAJONES,SAN PEDRO DE MACORÍS,False,19.0,1.0,Asistente,2002-06-01,84a10695a130a703be5945e62d9ea58f783b81751689f1a0ad518bda7e20fb80
0.0,0.009980199603992,2024-01-18,,True,VILLA LORA,LA VEGA,True,230.0,6.0,Asistente,1994-03-02,0cce8dd394f7fe71a33bcface213a6bff128059ea28a623a6c08bd653e05339e
0.0,0.0179803596071921,2023-11-16,0.1469089266864385,True,SAN CARLOS,LA ROMANA,False,,,,2001-12-12,1ab331ea9e03bdf688594aea89c20b19853c232d28b7e2b491000c4071286b9f
0.0,0.1999839996799936,2023-11-23,,True,EVARISTO MORALES,SANTO DOMINGO DE GUZMAN,,,,,1995-09-13,06b8cd5286efca038cc259014cf95492dfbec174ca34f196c06f2314e56083fd
0.0,0.0199803996079921,2023-11-28,,True,RES.  ROMANA,LA ROMANA,True,,,,1991-07-26,dad3bdef1ac633bab0f292504d6f5ade8782abf34435e0c464830d43c008f306
0.0,0.0359807196143922,2023-12-01,,True,BAYONA,SANTO DOMINGO OESTE,,,,,1986-06-02,3ce36531a6162d675a24b2c2b0612c777f12df49be8441ec6f870e14fcab5d31
0.0,0.129982599651993,2023-01-24,,True,,Cotui,,,,,1986-08-15,dea1442636fab28140344e956502ed579a876630719321e2ff083a15f8257cf1
0.0,0.0499809996199924,2023-11-24,,True,GUARICANO,SANTO DOMINGO NORTE,,,,,1991-05-08,70893a635cf2b1e47c089217bc5a6793d17c288d41f2fae67bbb5ba617575ad5
0.0,0.0279805596111922,2023-09-25,0.1865466186673429,True,JUAN PABLO DUARTE O NUEVO,LA ALTAGRACIA,False,,,,2001-06-02,03d295da92437d0c7b7d76ee433e1ec7d66eb31a4dc4561f05b98ca636264533
0.0,0.0199803996079921,2023-10-27,,True,EL BATEY,PUERTO PLATA,True,,,,2000-10-03,c30882dbc4c3424c9a06475755aeeee34f3608ddc93265e81d7b66dfb91f1ce8
0.0,0.1939838796775935,2024-02-10,0.1033675012283102,True,SAN FELIPE,SANTO DOMINGO,False,147.0,2.0,Contador,1991-11-07,8a4c0b01bed3672adcfbfe04ee372e83e9a04f20c1577de1a08208fccc23df1c
0.0,0.0519810396207924,2023-08-25,,True,SANTO DOMINGO,LA VEGA,,,,,2000-08-09,47ef205d90f195a8324209904421843c7604070566b91f95a60367a8637588b5
0.0,0.0599811996239924,2023-11-17,0.0880973340280148,True,ZONA UNIVERSITARIA,DISTRITO NACIONAL,False,,,,1992-01-10,4d9a3b0bce6c293b7c27cd73f01b51d47ebf32a51a01b004beffbb6c52b01101
0.0,0.0199803996079921,2023-07-07,0.1359742147298341,True,VIEJO ARROYO HONDO,DISTRITO NACIONAL,False,,,,1995-10-08,0304740f337840d3e2c28b48edd0ff4ab680ea0f802884d1bdce26ae83f14953
0.0,0.3299865997319946,2024-01-17,0.1498221183925992,True,CRISTO REY O LA CACHAZA,LA VEGA,False,76.0,1.0,Medico,1987-04-08,163d2ed9d68dd6fb099b597506a32dcfa5c8ab5e5864937748c25a97cb37789d
