churned,dias_atraso,limite_credito,tiene_cuenta,año_activacion,mes_activacion,dia_activacion,edad,id_tipo_ocupacion_encoded,nombre_ocupacion_encoded
False,0.0,0.009980199603992,1.0,2024,2,15,47.0,0,42
False,0.0,0.0379807596151923,1.0,2023,9,26,40.0,7,103
False,0.0,0.0479809596191923,1.0,2023,11,16,27.0,7,103
False,0.0,0.1559831196623932,1.0,2023,10,28,29.0,7,103
False,0.0,0.0199803996079921,1.0,2024,1,4,38.0,0,59
False,0.0,0.0179803596071921,1.0,2023,11,14,35.0,7,103
False,0.0,0.1999839996799936,1.0,2023,7,12,34.0,7,103
False,0.0,0.009980199603992,1.0,2024,3,1,40.0,6,101
False,0.0,0.0599811996239924,1.0,2023,11,1,36.0,7,103
False,0.0,0.0199803996079921,1.0,2023,12,26,36.0,7,103
False,0.0,0.0199803996079921,1.0,2023,9,15,24.0,7,103
False,0.0,0.0199803996079921,1.0,2024,1,24,25.0,6,0
False,0.0,0.0159803196063921,1.0,2024,1,24,31.0,6,80
False,0.0,0.0599811996239924,1.0,2023,7,26,24.0,7,103
False,0.0,0.2159843196863937,1.0,2023,7,7,25.0,7,103
False,0.0,0.0299805996119922,1.0,2023,10,24,48.0,7,103
False,0.0,0.009980199603992,1.0,2023,11,7,25.0,7,103
False,0.0,0.0199803996079921,1.0,2023,10,10,26.0,6,0
False,0.0,0.0199803996079921,1.0,2024,2,13,33.0,1,0
False,0.0,0.011980239604792,1.0,2023,8,12,28.0,7,103
True,0.0,0.0439808796175923,1.0,2023,10,1,29.0,7,103
False,0.0,0.009980199603992,1.0,2023,9,30,35.0,7,103
False,0.0,0.009980199603992,1.0,2023,11,13,49.0,7,103
False,0.0,0.0299805996119922,1.0,2024,2,12,41.0,6,32
False,0.0,0.1099821996439928,1.0,2023,7,31,44.0,7,103
True,0.0,0.0259805196103922,0.0,2023,2,3,25.0,7,103
False,0.0,0.011980239604792,1.0,2023,10,3,21.0,7,103
False,0.0,0.0999819996399928,1.0,2023,11,9,34.0,7,103
False,0.0,0.009980199603992,1.0,2023,10,24,32.0,7,103
False,0.0,0.009980199603992,1.0,2023,9,20,34.0,7,103
False,0.0,0.0359807196143922,1.0,2024,2,22,31.0,6,32
False,0.0,0.8499969999399988,1.0,2023,9,18,36.0,7,103
False,0.0,0.8559971199423988,1.0,2023,11,21,38.0,7,103
False,0.0,0.0199803996079921,1.0,2024,2,28,34.0,6,70
False,0.0,0.0399807996159923,1.0,2024,2,7,31.0,0,56
False,0.0,0.1199823996479929,1.0,2023,11,30,28.0,7,103
False,0.0,0.0399807996159923,1.0,2023,7,5,22.0,7,103
False,0.0,0.2699853997079942,1.0,2023,8,2,33.0,7,103
False,0.0,0.0399807996159923,1.0,2024,2,1,33.0,6,59
False,0.0,0.0879817596351927,1.0,2024,1,27,34.0,6,2
False,0.0,0.0399807996159923,1.0,2024,2,22,22.0,2,53
False,0.0,0.0199803996079921,1.0,2023,7,20,37.0,7,103
False,0.0,0.0379807596151923,1.0,2023,8,3,37.0,7,103
False,0.0,0.009980199603992,1.0,2024,1,19,55.0,6,101
False,0.0,0.0199803996079921,1.0,2023,11,3,35.0,7,103
False,0.0,0.499989999799996,1.0,2023,8,15,32.0,7,103
False,0.0,0.009980199603992,1.0,2023,8,31,23.0,7,103
False,0.0,0.1619832396647933,1.0,2023,11,28,32.0,7,103
False,0.0,0.0199803996079921,1.0,2023,10,18,27.0,7,103
True,0.0,0.0319806396127922,1.0,2023,3,21,29.0,7,103
True,0.0,0.0459809196183923,0.0,2023,1,5,27.0,7,103
False,0.0,0.1519830396607932,1.0,2023,10,5,46.0,7,103
True,0.0,0.1359827196543931,1.0,2022,11,28,37.0,6,59
False,0.0,0.009980199603992,1.0,2023,7,15,23.0,7,103
True,0.0,0.2999859997199944,1.0,2023,11,14,28.0,7,103
False,0.0,0.0199803996079921,1.0,2023,11,20,23.0,7,103
False,0.0,0.0439808796175923,1.0,2023,10,20,30.0,7,103
True,0.0,0.0199803996079921,1.0,2023,10,23,27.0,1,101
True,0.0,0.0199803996079921,1.0,2023,5,24,22.0,7,103
False,0.0,0.0199803996079921,1.0,2023,11,11,23.0,7,103
True,0.0,0.0639812796255925,1.0,2023,4,2,32.0,7,103
True,0.0,0.011980239604792,1.0,2023,9,18,45.0,7,103
False,0.0,0.0199803996079921,1.0,2024,2,28,27.0,6,39
False,0.0,0.0579811596231924,1.0,2023,11,16,35.0,7,103
False,0.0,0.0199803996079921,1.0,2023,9,18,49.0,7,103
False,0.0,0.0279805596111922,1.0,2024,2,16,35.0,6,59
False,0.0,0.0399807996159923,1.0,2023,10,12,32.0,7,103
False,0.0,0.0999819996399928,1.0,2023,8,4,27.0,7,103
False,0.0,0.0199803996079921,1.0,2023,10,4,34.0,7,103
False,0.0,0.7999959999199984,1.0,2023,8,31,43.0,7,103
False,0.0,0.0279805596111922,1.0,2023,9,20,29.0,7,103
False,0.0,0.011980239604792,1.0,2023,11,20,21.0,7,103
False,0.0,0.0299805996119922,1.0,2023,10,13,51.0,7,103
True,0.0,0.0199803996079921,1.0,2023,4,3,28.0,7,103
False,0.0,0.0399807996159923,1.0,2023,10,16,22.0,7,103
False,0.0,0.0499809996199924,1.0,2023,11,22,31.0,7,103
False,0.0,0.1999839996799936,1.0,2023,12,1,39.0,7,103
False,0.0,0.0179803596071921,1.0,2024,2,26,29.0,6,31
False,0.0,0.2999859997199944,1.0,2023,7,6,42.0,7,103
False,0.0,0.4599891997839956,1.0,2023,11,17,42.0,7,103
True,0.0,0.0319806396127922,1.0,2023,11,17,26.0,7,103
False,0.0,0.009980199603992,1.0,2023,9,18,22.0,7,103
False,0.0,0.011980239604792,1.0,2024,1,25,29.0,6,72
False,0.0,0.0199803996079921,1.0,2023,10,13,22.0,7,103
False,0.0,0.0599811996239924,1.0,2024,2,20,41.0,1,39
False,0.0,0.0199803996079921,1.0,2023,7,19,25.0,7,103
False,0.0,0.011980239604792,1.0,2023,7,1,43.0,7,103
False,0.0,0.0199803996079921,1.0,2023,11,22,32.0,7,103
False,0.0,0.0999819996399928,1.0,2023,11,30,34.0,7,103
False,0.0,0.1019820396407928,1.0,2023,12,30,21.0,2,53
False,0.0,0.009980199603992,1.0,2024,1,11,31.0,6,82
False,0.0,0.0199803996079921,1.0,2024,1,4,39.0,6,59
False,0.0,0.0419808396167923,1.0,2023,7,19,35.0,7,103
True,0.0,0.009980199603992,1.0,2023,7,12,30.0,7,103
False,0.0,0.0799815996319926,1.0,2023,8,14,28.0,7,103
False,0.0,0.009980199603992,1.0,2024,1,25,30.0,0,20
False,0.0,0.0599811996239924,1.0,2024,2,21,25.0,1,101
True,0.0,0.0199803996079921,1.0,2023,3,10,26.0,7,103
False,0.0,0.0599811996239924,1.0,2023,8,18,35.0,7,103
False,0.0,0.0159803196063921,1.0,2023,7,31,36.0,7,103
False,0.0,0.0839816796335926,1.0,2024,1,12,27.0,0,16
False,0.0,1.0,1.0,2023,7,7,33.0,7,103
False,0.0,0.0999819996399928,1.0,2023,11,22,26.0,7,103
False,0.0,0.0499809996199924,1.0,2023,10,27,22.0,7,103
False,0.0,0.0199803996079921,1.0,2023,9,2,28.0,7,103
False,0.0,0.009980199603992,1.0,2023,9,22,29.0,7,103
False,0.0,0.0399807996159923,1.0,2024,1,8,36.0,6,52
False,0.0,0.009980199603992,1.0,2023,10,18,23.0,7,103
False,0.0,0.009980199603992,1.0,2023,9,26,26.0,6,59
True,0.0,0.009980199603992,1.0,2023,9,16,24.0,7,103
False,0.0,0.2399847996959939,1.0,2023,9,11,40.0,7,103
False,0.0,0.1759835196703934,1.0,2024,1,23,29.0,1,79
False,0.0,0.0679813596271925,1.0,2023,9,10,45.0,7,103
False,0.0,0.1499829996599932,1.0,2023,8,9,36.0,7,103
False,0.0,0.0999819996399928,1.0,2023,10,26,48.0,7,103
False,0.0,0.0219804396087921,1.0,2023,9,5,49.0,7,103
False,0.0,0.1799835996719934,1.0,2024,2,20,47.0,6,59
False,0.0,0.0219804396087921,1.0,2023,10,16,21.0,7,103
False,0.0,0.0199803996079921,1.0,2024,2,20,32.0,1,86
False,0.0,0.0139802796055921,1.0,2023,11,15,50.0,7,103
False,0.0,0.0199803996079921,1.0,2023,10,3,21.0,7,103
False,0.0,0.009980199603992,0.0,2023,10,21,37.0,7,103
True,0.0,0.0399807996159923,1.0,2023,11,13,33.0,6,0
False,0.0,0.0399807996159923,1.0,2024,1,24,31.0,6,2
False,0.0,0.009980199603992,1.0,2023,10,26,34.0,7,103
False,0.0,0.0399807996159923,1.0,2023,7,4,29.0,7,103
False,0.0,0.0459809196183923,1.0,2023,8,15,36.0,7,103
False,0.0,0.0299805996119922,1.0,2023,12,27,37.0,7,103
False,0.0,0.0799815996319926,1.0,2023,10,17,40.0,7,103
False,0.0,0.0839816796335926,1.0,2023,9,22,52.0,7,103
False,0.0,0.009980199603992,1.0,2023,9,26,23.0,7,103
False,0.0,0.1759835196703934,1.0,2023,10,18,25.0,7,103
False,0.0,0.1559831196623932,1.0,2023,10,7,29.0,7,103
False,0.0,0.0599811996239924,1.0,2024,2,23,28.0,6,12
False,0.0,0.0999819996399928,1.0,2023,10,17,43.0,7,103
False,0.0,0.5999919998399968,1.0,2023,7,19,32.0,7,103
False,0.0,0.0399807996159923,1.0,2023,11,11,39.0,7,103
False,0.0,0.0359807196143922,1.0,2023,11,3,45.0,7,103
False,0.0,0.0619812396247924,1.0,2024,2,16,23.0,6,24
False,0.0,0.0199803996079921,1.0,2023,8,1,22.0,7,103
False,0.0,0.1099821996439928,1.0,2024,1,5,23.0,6,2
False,0.0,0.0199803996079921,1.0,2023,8,21,27.0,7,103
False,0.0,0.0999819996399928,1.0,2023,7,22,39.0,7,103
False,0.0,1.0,1.0,2023,8,31,55.0,7,103
False,0.0,0.009980199603992,1.0,2023,9,18,32.0,7,103
False,0.0,0.0479809596191923,1.0,2024,1,25,39.0,1,52
True,0.0,0.0399807996159923,1.0,2024,1,12,41.0,7,103
False,0.0,0.0159803196063921,1.0,2023,10,13,29.0,7,103
False,0.0,0.7199943998879977,1.0,2024,1,10,51.0,1,72
False,0.0,0.0399807996159923,1.0,2023,9,30,37.0,7,103
False,0.0,0.0599811996239924,1.0,2023,11,16,24.0,7,103
False,0.0,1.0,1.0,2023,11,10,59.0,7,103
False,0.0,0.0139802796055921,1.0,2024,2,8,32.0,6,30
False,0.0,0.0559811196223924,1.0,2023,11,21,36.0,7,103
False,0.0,0.0299805996119922,1.0,2023,10,19,65.0,7,103
False,0.0,0.0179803596071921,1.0,2024,2,17,42.0,0,70
False,0.0,0.0579811596231924,1.0,2023,9,30,37.0,7,103
False,0.0,0.0419808396167923,0.0,2024,2,29,53.0,1,4
False,0.0,0.0199803996079921,1.0,2023,9,15,35.0,7,103
False,0.0,0.011980239604792,1.0,2024,2,20,30.0,3,9
False,0.0,0.0499809996199924,1.0,2023,12,23,29.0,7,103
False,0.0,0.4399887997759955,1.0,2023,11,2,59.0,7,103
False,0.0,0.009980199603992,1.0,2023,11,8,27.0,7,103
False,0.0,0.0979819596391927,1.0,2024,1,11,45.0,1,59
False,0.0,0.0399807996159923,1.0,2023,10,26,20.0,7,103
False,0.0,0.0499809996199924,1.0,2024,2,14,39.0,6,35
False,0.0,0.0399807996159923,1.0,2024,2,13,27.0,6,24
