cerrado_ticket,escalado_ticket,canal_reclamacion_regulador,fecha_apertura_reclamacion,fecha_resolucion_reclamacion,tipo_registro,numero_fila_activa,numero_fila_cerradas,producto_aprobado,productos_activos,id
True,False,BM - PAGOS MÓVILES (Apps),2023-08-29,30/08/2023,Solicitud,0.0,0.0,TC Garantizada,CUENTA,bb9d1556df1b03257a4f14051dc8b93246486253c40fb42893ce52033069d8c8
True,False,EB - E-BANKING,2024-02-06,29/02/2024,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA-PRESTAMOS,483ff91ce2bb0a1460811aef8b489e85b3349d01eaefb7e5417124e87f3aee37
True,False,EB - E-BANKING,2023-07-06,07/07/2023,Reclamación,9.611687812379854e-05,0.0,TC,TC-CUENTA-PRESTAMOS,96a34d67c0e059802a974cc991297a319871bef91a4792df035a1db3d347a22d
True,False,BM - PAGOS MÓVILES (Apps),2023-11-27,30/11/2023,Solicitud Email,9.611687812379854e-05,0.0,TC Garantizada,TC-CUENTA,b4d30cf3ffb8f9523c5267342c2b4eff0decb214c0fdd81b294c8b7287cf728a
True,False,BM - PAGOS MÓVILES (Apps),2023-09-30,26/10/2023,Solicitud,0.0,0.0,TC,TC ONBOARDING,1538e091cdb32372fb87fc2f609044608fc921eecefa99b8ee69a59525914abb
True,False,BM - PAGOS MÓVILES (Apps),2024-01-09,11/01/2024,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,5b87deafad4b9519c8c1a7f079326df8dc989738629a67f65e04d5b7bf0f4768
True,False,EB - E-BANKING,2023-12-04,06/12/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,49802ded92d63bfb6b75aeb44968cc82afcf0b11758459eaa2f2ad8998ddc878
True,False,BM - PAGOS MÓVILES (Apps),2023-09-09,15/09/2023,Solicitud Email,9.611687812379854e-05,7.598206823189727e-05,TC,TC-CUENTA,ede7bbfa28e16125be2de9cec88f3a60fce2d3dfd08065b207bc30bf5f857c91
True,False,BM - PAGOS MÓVILES (Apps),2023-09-11,19/09/2023,Solicitud Email,0.0,0.0,TC,TC-CUENTA,e7244196076868c2d56e24c3b377fbf995ec159ae17cdcf40d6d8031135c541f
True,False,BM - PAGOS MÓVILES (Apps),2023-08-31,31/08/2023,Reclamación,0.0,7.598206823189727e-05,TC,TC-CUENTA,02218bfd3d0382856d59435908767c8eb1f8ec769bb4872ae3af1371fb41a074
True,False,BM - PAGOS MÓVILES (Apps),2023-10-21,23/10/2023,Solicitud Email,0.0,7.598206823189727e-05,TC,CUENTA,70def9beb5025faee446044eb2a580766470fa33990811ae7e605c0a0481bf99
True,False,EB - E-BANKING,2023-10-30,02/11/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,c35a6df117f2d149ba7e7bf911f8e8ca319414412ee87e701e0c6c49466e596e
True,False,BM - PAGOS MÓVILES (Apps),2023-09-15,28/09/2023,Solicitud,0.0,7.598206823189727e-05,TC,TC-CUENTA,95afb2f18f9bef2c0091d91df1635215e84d0280d2501d1dbd3cc30b342fd6d0
True,False,BM - PAGOS MÓVILES (Apps),2023-09-05,03/10/2023,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,f6501d45f39e36f551dedef937a3b8739b546583ab18e31126e1d6fb769c2096
True,False,BM - PAGOS MÓVILES (Apps),2023-10-15,24/10/2023,Solicitud Email,0.0,0.0001519641364637,TC Garantizada,TC-CUENTA-PRESTAMOS,e97bc38f7d2f96f2021788178ddc5bacc09c1654bd245436c8a2cde324a85c23
True,False,EB - E-BANKING,2023-10-18,31/10/2023,Solicitud,0.0004805843906189,0.0004558924093913,TC,CUENTA-PRESTAMOS,a5428052e702c2e5cacae8039c01337fbf4d574bf4baa5b7d9215f8a85b1d150
True,False,EB - E-BANKING,2024-02-29,01/03/2024,Solicitud,0.0,0.0,TC,TC-CUENTA,65e8cefde8ae8380bfb53e5010e8a5d79d82f4ce1d1ba4c89cce5cbe310df7fc
True,False,EB - E-BANKING,2023-09-26,12/10/2023,Solicitud,0.0,0.0,TC,TC,a4c3a81599d3b30b5e1d3d66b420371360ba4e264dbc3652c57da980e9cbb286
True,False,EB - E-BANKING,2024-03-01,06/03/2024,Reclamación,9.611687812379854e-05,7.598206823189727e-05,TC,TC-CUENTA-PRESTAMOS,be6f4f3a60f774132b73adaf49765953c1757c955b3c15610876b008a5a97fec
True,False,BM - PAGOS MÓVILES (Apps),2023-08-29,22/09/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,3f9b1a560844558bdd9629b0bcf41cd4010b6f44271f8fa13193ceebe27887a3
True,False,BM - PAGOS MÓVILES (Apps),2023-09-21,27/09/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,56e2be66b30da6b1ebec036833c00e1c06fb4c8c72d901142c95eda6fa4eb366
True,False,EB - E-BANKING,2023-09-03,12/09/2023,Reclamación,0.0,0.0,TC Garantizada,TC-CUENTA,36529741ad975fce93a3018ea7da4af5ed79962fbafbaf2095c5c51fc6697f61
True,False,EB - E-BANKING,2023-10-23,25/10/2023,Reclamación,0.0,0.0,TC Garantizada,TC-CUENTA,94886c7697ec98c5fc2890b2454593247371bdc0e392cc7ed60d55685bb539dc
True,False,EB - E-BANKING,2023-08-28,30/08/2023,Reclamación,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,83239ed2e7718267dc8f5f9240e188128d0d18642d852eaf3e7abb423cf6477c
True,False,EB - E-BANKING,2024-01-23,26/01/2024,Solicitud,0.0001922337562475,0.0001519641364637,TC Garantizada,CUENTA,0ca599e29beba6eda1ee5069c6b0472fb64348adcb24b72f3efcb8109bb24087
True,False,EB - E-BANKING,2023-12-12,15/12/2023,Reclamación,0.0,0.0,TC,TC-CUENTA,dd30dbd7246f7eb7b2f45d3f76de3ad36993eee2d1722dda90abcb65d2cec342
True,False,BM - PAGOS MÓVILES (Apps),2023-08-07,09/08/2023,Solicitud Email,0.0,0.0,TC,CUENTA,a056df80ed9681dccce761faf337f1d8b41e5e1eba4392ef47e80b03ae22ac0e
True,False,EB - E-BANKING,2023-12-20,16/01/2024,Solicitud,0.0,7.598206823189727e-05,TC Garantizada,TC-CUENTA,79939ccda7176414e23830b0be6946c4b66203cada76c3a41b06773714705dc0
True,False,BM - PAGOS MÓVILES (Apps),2023-10-02,03/10/2023,Solicitud Email,0.0,0.0,TC,TC-CUENTA,293daef580036325b8d19eeddcdd9d3fc325472aadc1f1f29ad5ac5ba6b4178f
True,False,EB - E-BANKING,2023-11-10,13/11/2023,Reclamación,0.0001922337562475,7.598206823189727e-05,TC Garantizada,TC-CUENTA,3dbcd658a7b40cf328b6917394aa1c29ad1d604b0a08994ad39489fd5fff35fe
True,False,EB - E-BANKING,2023-09-06,14/12/2023,Reclamación,0.0,0.0,TC,TC-CUENTA,32f356303b111d19e7c23d669d1edb0acdc2b17aed59ae9ebc7366aadda3dfe5
True,False,EB - E-BANKING,2023-12-21,15/03/2024,Reclamación,0.0,0.0001519641364637,TC Garantizada,TC-CUENTA,f7a8dd0587f1791bd36dc9a57a2f0c42fe73e6034fef675ad40d88e1a7e286cf
True,False,BM - PAGOS MÓVILES (Apps),2024-01-17,25/01/2024,Solicitud,0.0,0.0,TC,TC-CUENTA,2b81621149b7c206e18451248d3dcbf260bc1d4f51c5e90c50e56fe5da3adda0
True,False,BM - PAGOS MÓVILES (Apps),2024-01-04,19/01/2024,Solicitud Email,0.0,0.0,TC,TC-CUENTA,d1d70790f006495b458ef13d87be1bcf925c1eb097318450bc5057cc53a7b252
True,False,BM - PAGOS MÓVILES (Apps),2023-12-08,14/12/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,e8216439c5d0ee619f715ec750c1b3eec6c90124b752d90ec530db06b6c4a3d2
True,False,BM - PAGOS MÓVILES (Apps),2024-01-10,15/01/2024,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,cfa389c254fea1c9d8cc53859375ac55203897cb990ef431f05e5a650550f5ff
True,False,EB - E-BANKING,2023-12-30,09/01/2024,Reclamación,0.0,0.0,TC,TC-CUENTA,c112975694527aa73a1c549193267ebd88eb5d734681309094fa87cd8a940a5d
True,False,BM - PAGOS MÓVILES (Apps),2024-01-10,11/01/2024,Solicitud Email,0.0,0.0,TC Garantizada,TC-CUENTA,d298faba7ce60d93b2601d0fa72c735e5f40477543aca70dbede1319f73270b7
True,False,EB - E-BANKING,2024-02-16,16/02/2024,Reclamación de cuentas,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,2b5dfa6f86ee2c0dffee5c193a62faeb0f3ff352126bd12c134011f4f60b129e
True,False,BM - PAGOS MÓVILES (Apps),2024-02-16,21/06/2024,Solicitud Email,0.0,0.0,TC,TC-CUENTA,c202de5c00945e9ac7cdf4bc8af7c210f44f40731c4f7bab1a1bc1281325edb4
True,False,BM - PAGOS MÓVILES (Apps),2024-01-15,26/01/2024,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,fe3f85bef26a5573c4ef489559182387f470a9205044577dd5d13108ffc52aa8
True,False,BM - PAGOS MÓVILES (Apps),2023-10-02,03/10/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,0e1b017e7577195ad5465560f69c142d6da518d57d1a41b06b20cfdc67a38851
True,False,BM - PAGOS MÓVILES (Apps),2023-09-13,30/10/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,7abc96b4e20aa8902b8d6d52f855b93287bda52a8a49af36e8b7b8faec256ff4
True,False,EB - E-BANKING,2024-02-01,02/02/2024,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,29e1f4536ee396776354118e83ad0d742d5ef84d9ec7602b7909621b45201a40
True,False,BM - PAGOS MÓVILES (Apps),2023-09-29,11/10/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,f761a1213fccf9ef3e0b13cc901a3828ce3f981c6a3c51359feff084340cff3f
True,False,BM - PAGOS MÓVILES (Apps),2023-09-04,13/09/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,82173fdf0daf58e308783fdfba3ef499c817245cc5213aac3e86419fa8480081
False,False,BM - PAGOS MÓVILES (Apps),2023-06-07,,Solicitud de funcionalidad,0.4734717416378316,0.9025150064584758,TC,TC ONBOARDING,b88b1904f25db114495d7bd4a4720966f1f318c2ee079e11d7a60d8d13ebd33f
True,False,EB - E-BANKING,2023-10-27,30/11/2023,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,58b3f93fae757cbc067970fc7dbb6fa8536c44c2a6bb7f1112b759b27198a9ee
True,False,EB - E-BANKING,2024-01-27,30/01/2024,Solicitud,0.0,0.0,TC Garantizada,CUENTA,be70d6f2a923150141f40e6caf2dced1d64b1ea73e751406a3d55652806721c8
True,False,EB - E-BANKING,2023-10-28,27/11/2023,Solicitud,0.0,7.598206823189727e-05,TC,CUENTA-PRESTAMOS,ff9306aa95b3541aa737667fb027780cb95a20ced8a6a54f64a9084a301efbb2
True,False,BM - PAGOS MÓVILES (Apps),2023-08-09,28/08/2023,Solicitud,0.0,0.0,TC,CUENTA,4f3907c7d210c2b66ff11ddbc85d15ac3c11e9a1a3bd20edd2593cc4b028357d
True,False,EB - E-BANKING,2023-11-22,28/11/2023,Reclamación,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,74a518ad2ae3e10c40fd463301053e2fe2b2e34d648f1e4f2670245eb4f235ec
True,False,BM - PAGOS MÓVILES (Apps),2023-10-18,08/01/2024,Solicitud,0.0,0.0,TC,TC-CUENTA,cd506aacae23d69774c0c84dbb5679b7c1f194052fa41c619cdc95337075e903
True,False,BM - PAGOS MÓVILES (Apps),2023-09-12,25/10/2023,Solicitud,0.0,7.598206823189727e-05,TC,TC-CUENTA-PRESTAMOS,186d52bb0ce75ddfc4c5533819cea49121fd534462e306023edc55dc398ca99e
True,False,EB - E-BANKING,2023-12-27,03/01/2024,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,14e750a95d70fa7ab8a6d5d419bf8f8bc9c89d77949c9112242ea5a3145da419
True,False,BM - PAGOS MÓVILES (Apps),2023-10-25,10/11/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,b76da6aeeebd3d0ce9b1aa86a468d3a9e771fa67a6110d1e38f2d814a651038f
True,False,BM - PAGOS MÓVILES (Apps),2023-10-10,11/10/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,8245f0b4791ec298ddf4672152e403f9b70fa3373e89c740a4909d0fd3f5cd8f
True,False,EB - E-BANKING,2023-11-01,02/11/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,c0365612c20b14076da4fe5568c4176fb4f75e572a7bbe3895a65aec3fc50f60
True,False,BM - PAGOS MÓVILES (Apps),2023-10-16,16/10/2023,Solicitud,9.611687812379854e-05,0.0,TC,TC-CUENTA,1dce4846a5ea698d29c2a180b346138e83047071081168f55a3c78c1c66cb2fc
True,False,BM - PAGOS MÓVILES (Apps),2023-08-09,22/08/2023,Solicitud,0.0,7.598206823189727e-05,TC,TC-CUENTA,82ac017052892870689d257c2ad87c7e194b240b61b367458284550247590bbd
True,False,EB - E-BANKING,2023-07-18,18/07/2023,Reclamación,9.611687812379854e-05,7.598206823189727e-05,TC Garantizada,TC-CUENTA,c5002b1a5cbc10df905fa822c7e2c30cffcaee26dad30e51b6ed32b365bb2c96
True,False,BM - PAGOS MÓVILES (Apps),2023-10-10,11/10/2023,Solicitud Email,9.611687812379854e-05,0.0001519641364637,TC,TC-CUENTA,bb91decf5d08513c5975a56f506c8e4c10cf242a8afb1d15bd1b8b8eed4da64a
True,False,BM - PAGOS MÓVILES (Apps),2023-07-19,19/01/2024,Solicitud,0.0006728181468665,0.0,TC,TC-CUENTA-PRESTAMOS,5e7945e62d379b8c8a7d312f97df285e1bca1859cd8d910ad8f1547f8b6a94f8
True,False,BM - PAGOS MÓVILES (Apps),2024-02-22,01/03/2024,Solicitud,0.0,0.0,TC,TC-CUENTA,44a183d52830449e0289ac4d096455361f97bc5b699f62bf8f3369b2ff97dbd6
True,False,BM - PAGOS MÓVILES (Apps),2024-01-26,26/01/2024,Solicitud Email,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,ec3f0fea0e856f4b2cb561f21c041364a03b13d767e31a6ec36c8a28f00d9be6
True,False,EB - E-BANKING,2024-01-16,17/01/2024,Solicitud,0.0,0.0,TC,TC-CUENTA,432c0782f997472954d07a58b70de5760d191b4ce0c7541e59d2834d76a20d8d
True,False,EB - E-BANKING,2023-10-27,08/11/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,652fe6d1819e93d53acf14d9276b882a372f2c39fe765bab3cbdc6a5c2d51844
True,False,EB - E-BANKING,2023-10-20,23/10/2023,Reclamación,0.0,0.0,TC Garantizada,TC-CUENTA,030b9202e7404835a2c0e8e53684fb5a8557d9287e130969980b1019c4750edd
True,False,EB - E-BANKING,2023-11-27,04/12/2023,Reclamación,0.0007689350249903,0.0,TC,CUENTA,7474e8f83e0aa0e53b88b0f4bceacac97813fc528d10286d64f09fc79a9b0a48
True,False,BM - PAGOS MÓVILES (Apps),2023-09-12,27/09/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,6ba5b2032f129d20846efb7beec64693333e6b2fca120f13337e9e99deaddc86
True,False,EB - E-BANKING,2023-09-19,20/09/2023,Reclamación,9.611687812379854e-05,7.598206823189727e-05,TC,TC-CUENTA,f3e0fdd7c27c1b26e4e524e1ff7bfda361ca4cb8bd41b72fa1f405f371505418
True,False,EB - E-BANKING,2023-11-13,14/11/2023,Reclamación,9.611687812379854e-05,0.0,TC,TC-CUENTA-PRESTAMOS,466af63ac4ce9e2c43fe2f9c56f424a3b148226ee360e488c9be5afe7bf0a38b
True,False,BM - PAGOS MÓVILES (Apps),2023-08-30,07/09/2023,Solicitud,0.0,0.0,TC Garantizada,TC-CUENTA,cc087d638f4e754e2ec83eab2874d4a451708513d0263966d7832ccd1dfd8730
True,False,BM - PAGOS MÓVILES (Apps),2023-10-09,10/10/2023,Solicitud,0.0,0.0,TC,TC-CUENTA-PRESTAMOS,b4fadeed32e232b331cd45375cc7ad195bdaf6ac05d5cec3340ad7756376ee2d
True,False,EB - E-BANKING,2023-11-06,08/12/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,6f47c39d30b387a72c9ef673ff80dccb59c5aabbd819bfaa55e8e65378de7509
True,False,BM - PAGOS MÓVILES (Apps),2023-09-23,04/10/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,777548d2ee72a86af3dfe959a17c4a148661221c6f33fcd422e3876ca9c34ae3
True,False,BM - PAGOS MÓVILES (Apps),2023-09-25,27/09/2023,Solicitud,0.0,0.0,TC,TC-CUENTA,a3df3e26496a6a4169628fc92e11bd98439676fc06ddc3a78bd1975e1e9d90c9
True,False,BM - PAGOS MÓVILES (Apps),2023-11-03,13/11/2023,Solicitud Email,0.0,7.598206823189727e-05,TC Garantizada,TC-CUENTA-PRESTAMOS,51df6f35a97a83f103618a596900b14d10e736f03b6d3b525fb64d33094d8468
