churned,id,Fecha de Cancelacion_mes
False,f0d874143289269138ad290ca684ab4b74f7d3f3f3f3b4bb2e9c8f6765adb6f4,
False,7b42d3003fd15f024f1a33fd37d64dd9841d727610e95fb6b365477934397a53,
False,e9538495eca0b608347f0c31283e4b7e5ab30b114124a25d3be118a13b133a98,
False,d34c5f028a977d9bad279d841bf63a64e681b1a154c39e2f20076af0a2aed08f,
False,6a4e216c63b47f0bdd3f3f85ad576d5d3c4112651585a5e71c15213ff64f57e1,
False,8fff16c0a55e0264973f0f9425159e84f949b36a3924fa8a35c08210acd53c22,
False,d2d73d251e30c9795aed9a5c2f38233532929c465b53342ff00268c9d351f183,
False,36952231b71a104aa97c163b1d6ab00b267b2df207f5eb57fd83e4ec95127a51,
True,9fef70ee9207117639fbaf9e9ff80d60fdc6c318e7669b32d6e27c5672b1c387,2024-03
False,6f2f724a92652923375d129e12914f8fd71c84cbb6d04b1cc89fa6a518aa848b,
False,df0910d17f1294e742477ad43b6ec23fcf70dd88200e366b861dc132284fa23c,
False,0bc11067196d193f6643c8891983f8c1baef27d99436b3d0d90f00c7879d49d1,
False,8502bfbd722bf736555c5ac498c21aa51c37259ca1195fad4c2c0d825f5ae4e7,
False,b68f5498569d6c61e6d585ec31695352279ef8d2e58238df32e85699a9452f58,
False,83ec100d732761b11d05a8f4a07b48c8c9f81f774b7ba0344da56932b479fe09,
False,ce68f9e5d79dde8f306811f261514de7d2a0dfd5f6db8aabb5516bba81e73bd0,
False,3a9d7a0162dfc0b7103071fbf4c75f9fb988dc7eb96c9d6afef4f2f72ea9b1d7,
False,a7ec4be799841b236222d5c52d39f94cc2a197f76cac128ffb87840c8de92997,
False,fcc1ce502f1a4784a76412385f079328f0421647261e8ec0536a762d52c38486,
False,d1180591fc4716884c3d8bf46b9e2b65736631bc38c6b39d0df94152942f571b,
False,8040481106ddf7fd6e8ecaf2318df8620495a1646091b0dabfcedea2665a7fed,
False,64a6e98ab2a7909b6a689ca48007aa96f7b5b59c47f8f35084dff1c88e469457,
False,a9abc0752792336a7fd076dfdaa40741153ed04353b6e7f20c1655315618ca3c,
False,81bb87ad8ee189c8f9bcd81fff88362dee6a1a7a8e3bd1a97ffc74d08c554a1f,
False,099393359a90172a94fd83c87281c37d9ddca87a16ef116151012e624cce7b67,
False,2bdfa3c72ea9fe02184390ce5613a3a9afb98933186c0bb0e3320b2f90581b53,
False,6752e5b3308994d28a4b2cf49cfc0350878416eee22e272b68f0569665bc705f,
False,bc776378631369902492cb8ede3c82cf23f0f06f1a30dbd31419f1b8e4ce277c,
False,e86ce6d80b34e6fed33f001ccaaeae0b95ef2a4716f3538b5db630512227269c,
False,1baceba317ce81b92000f02890eea3a32fbda6aae9fbf696fb4e7cbfff366aab,
False,2bed2fce0fe68fd5230f50d571095d62ee03992ec3a0d59fad50f52e90ce7445,
False,5919bc7f2188fd4aede0cc04ea8e6700c09aff025e4929a513627e73a9e61b17,
False,fd2815ab5b3940321ed41e12e4abbaad5348f3492395ce156359cae14d1f92f1,
False,a474624fb25b1a9e6cddcb0ceeb15658421888f7fbc60415cc0eeaf2ab5bd134,
False,076b7de9637a92c98d21c08ca3d0b424515a7d831f9cc73c7317d0973370675f,
True,69c664a42b89a568d52c76609c91090bfab94fd6de710eaad29f65f7bcd21753,2024-06
False,885f2379bd5f8e7cf819d6d15b965224a1ff7fa692fae007037708779d23750a,
False,e5007736c4fa1c4ef5c1253b898bf947ba84003c97d548a1ed413175e7040f6e,
False,67c822354eff292838b0da9ff7a8134674a0b77a91795c6b43e587ca42cbb449,
False,809b1b2466c967fabbcbbfefc150687e609e0f0b9a69fb00f27bc1c30648642e,
False,7a42bcaa7660e833e15bd3125eb9c39743cab869e4b427d509e6f3b6f2a79b09,
False,69b554f607f210d407d590d2ea37139755021b8576fc028998ce9a1738c38199,
False,8ea32be7dec7882212d9bf07791b696b510ee76126f6e310c986ab5b5e6a2368,
False,8219ada4bbe3c9222cb3aabce5fb06a797e3386a3a035d9c36c3af8ba235e943,
False,9e7849cdb6e5916d1556b719739abd4265d56dfb7d985f2bd1aef7d1d76691c8,
False,6b0eef59b2bb15d86e0ed5035d1ccc9c51d51e247d22716f7c3c6ecc88d734e0,
False,fbeba7f7b5ccd644473a3001841588f43d0b704b9b476e4addd85ef63cf6618f,
False,e58179dce3323c5e2e473cb5c9c8d51a1c410baf6c532c7e1021956f1ace4dab,
False,08f9279c816ef274abacc31bf4b36e932824bd807dc775cc75cc8e1f464208ef,
False,f071906b3d8247499ead185683739eef121b7e13bd8e53215d3a35d75251edae,
False,12a1457bc47fbd7ec481bc723649a06f70b5e4f8f5523699343e0bf708244f09,
False,6d2892f90c66cb044f6afb38ec71c0b8db0d70029afca30b52da6f29507484de,
False,2ba072fa24b23b83cc33931c7404b84cde1b491ee98521ac4a2d9a589d7c2d5d,
True,041f2c947663324aa03427dbe2662fdf0f13234643439391f6aecebe1dd2d231,2024-03
False,3387ee0719015e573b42a62f4eff238b21e45edd720283b106ba1eb9a047c4b4,
False,50943c615ce459164c7def49fc03042cb0a77488040ce83a22e2668def3ed0b9,
False,fc43165eb02892820f083cec173825c7181e2a58f3975ecb3e13388a75c7b5fa,
False,7b2d519ad189cce739e64ddd4f16a1ed6e13fe0d80aaad73f2b2944ecfcc5b28,
False,033ac8da3ad86a629515ea4715699fc2bb6e4a04b8314ed7c5214584e550e0e3,
True,faf4a56a56da9a1726320dc8f64a9b26e47b88531183f5e32780d7ce7c3ab768,2024-06
False,552d5182a2bdf9dcf70d8e5836a1cb1e6f0a5dbf0aefe05c33a1d210632aa042,
False,7a3bc8cb8739f38a604a1de86fbca270663a39907d3431a6812233c1a13f37b0,
False,3118ace410a58d86036fce56c64095ec19c5e504f049a7dcf07f0c0989573bf6,
False,59f55d4a3a78cca10851395a4df16372c13ff06bc453ca807d39e6ffe4d60b8d,
False,10170b25fc58c7225640238be15ddd846d27cbd5eee5cbaa58b2f0b0d0705f5b,
False,ce2d0bb7c203c7c1d2f0e58d160d8646a2e9575e40201194915c8239dc05a274,
False,26561780cd95c453313c0cefcaae87162c4b4a5e5205af89516743a404c0e9bb,
False,64c163e862d7ad7d4378512135e0b5f2a96449c90fdc07d1039bd673d4b1bd8d,
False,4da9c300f75a3937e73fa64d68ad165262d3c327be89acbcf45aba2f4ef5bd69,
False,ef4284d56c7ab45f606b1acf128a4483a44b2a2db2b3a19d89a3e0bc6c6c262a,
False,027549d6fa2f592a6f467311a5780302c157a1e572e61e2e692e36bcf5c22a86,
False,72bba4eae0e9289337c8f9c0f837fa97d99cca6ae63c8962db1c66c33f20e67f,
False,bc3b62d23ff10eeb6be8c740a49e6936b639ab91f4e094b23d97df1e8957229a,
True,22a5cb828499d3844a7f700f5d3331aba3a5dd5344c1c40ffc1a215a5a575588,2024-04
False,5b488599b5e27a4914a692f1ac88926517b4ccf27756290fcbbabe9ff1f32e95,
False,1f539a897f39e5c1a8f391707f9a9670c72b23de13a1b5620cf6825ebd9de641,
False,51b8c39af133997c044883d25af38c6c535f148578de06f23afa47189ba9b766,
False,e90b9d896fbaf35dd708b9d907a17a093d7a6a94d38c751579d5b633c2246f9a,
False,4b5051c3c99cdf9b11fc32da2204ca6fa94b9b1d44a36fbd60ccc7e3d7bb52e4,
False,96f9277b8702299e09dd2d15b7154e3ec1664d58403bcbc0770c3b138329be0c,
False,31e55f97c20a8cb625a80d6d32c52fba4326aa30efdc078c7d80f5ef0cd585aa,
False,9742b2ab7856ee9b9004376c3dc6e2bc44b1d8a8c70a5857c7b18a308038412f,
False,6a81fda3f4085fe37cfb24b5ad87a3a50f490b7d1daf6014532a4f0d005c6fae,
False,06074f4063cabd0eaa9a535d39b905601e5fa84ab600f33bfb48f03a255e349d,
False,373695787e0dce50ee3dbfdd3739bd69c9104f360e882bcbc93789236d42b8a8,
False,8975373d6f8149ee996fbbade68a0f3c1f8a8a808607d19fee2bc8fabe61ebbf,
False,178e2e0b1ef15fdb66fdb01e86f2945bd7097345288fc4550db8c3c41510163a,
False,b12b0ec75a7e7174bfde0fc50eb1c9ac1d239bb6de2a2eb8d92fe5ad74048135,
False,d632f4bc716df532cca51056cbac4a4e7f9f59b6d42578b9750ceac6bf6e26c4,
False,0a30b949a61718f8affcc956e6a56f57740967e0d26d61007ac2fd7e5e813dc4,
False,427a4af5003f34b389ac7fa395f2ef65f1d57650f588eca151df9507f149ba49,
False,e8620c378fbe5b2896daf539dea4d7cef9a1b54d2266b6f39b6ea19ede3cd3f9,
False,904cb1f224a5bedd544897943460718367c87ec87d2ba5ea50038b82f31f22fc,
False,68008cec3a518c3a5b8006b5e3d83b2fe61c2b13db9244d88ea6f109e8d823e3,
False,857c62dcb7a0f683b9baf11a9eb89605a676ca4f3c201c9f29de4a3a1e9fd3aa,
False,1c68aeadce835e3ff94560fd06ec8b044436355ccf2a7bbbccc2d719fa8b9797,
True,fe5b9e2a5cffc6d8d9a8595966e78cf789c9eaaa3500de1b174b4afae773bf21,2024-04
False,46c145e3da3972cb4d517d0bdc77131c873da19982fbe7838b5d644452d71911,
False,6e4117f01300e1797dda5f5d83836f957bd60827d84b4c1250ac391a6725f6f4,
False,5d066fe80b1392551669e180c02aa112f3858e6bdfb96e92fba03205dae56e4b,
False,5c26d18012a1dbf6a76bc29de17cac47c9b8c4a38670b64d8507c427a2e8ffa1,
False,5a1a9b966ecdc24e9347ec9c7e53b6ae6ef1ac279a92ac09288b8ea047654812,
False,dd02446325eb51388db85fe5d4887f5cd6b72d209d3493068e78df608e233115,
False,ffbb32b35f3c0610a13e55e1a5193dcfc2c81c00f4644a6a6d397caa5cb0f1e8,
False,354faf47647459af437743c1bac6b4374cc5a6066ed2626185761cb7c8eab608,
False,fc82eacd8bcb74ea54da939e7cc11975d90aa8b2241eff6582eeeba344f6b56d,
False,9957b12a45d1e4530a1f5a2fc6bdead3b57957a5606145e9a32c8d35bd039aa2,
False,5609aa8d04c83fd76261c0869c2b4f1b329e966d6c308a3a7de1561fea83279d,
False,d30bd4b95a19e87ac520c65373316becd62026fc9419c1cf2fa2e1f04031da90,
False,41c2aee9880c4159440ae857698d84bcb38de7ef8c6580667110abb959d64a69,
False,bfebdc2a7adbcc211d1d34bf1119438edbd7fade59650c957b7f4f8a368faa8e,
False,a21e0f9a8ce41969843a6a2b97dd325ac118796b2a29512a9c121a7804b79c51,
False,a388aff61825641dbb4bbf7bd26cab84c478077089f3a28a9e69706fc6075153,
False,3afb2a29abba4fcd01ecc3ecf4eb348fecef55a23528f771ab8a669603895edd,
False,3a0ef92f724eacda0e788523008062ae4f4e2b381b706dc93b82be8e9d2bc8f3,
False,4233dc617f8443cad8b94b6fc4062a038f8fbbfbbb49b4c3f37505a2fb7a1893,
False,90bf8db772a5b92b0d58a263c6f22d849499f202c7764d2d9c88647802485f07,
False,6d715c857e6e2ca3d5d7364e017019f3caad6bb28f82dc85b690f90e2319960d,
False,5c185e00182b225b5284736c726bdd9acf984cba76cc73abea3d93472eb214ca,
False,9624a284989410f4976731c13381b6ae8a0fb4559ec8cd4c0f6905e4960f7fcf,
False,dbeb776a92564a81593d3604abc5218ecdbd3b0f4627851e4137e0ecabd0071b,
False,d97c0fc4426a35280114a6c7a6e00a463a44a0e58138468e7718a83008dfc7f7,
False,82892b1f7d8bddb1e7958945788e98dbc98369e217e6d3205fd4055277ecfc0e,
False,273a94a446294487161abfbc1ed5955f2ecf3724b105eb637dc206ec10f1a2d1,
False,5922feecb0ab4c38623709c8f4afc5ad91e4412061fcf6b9c96daf0b595bae41,
False,60876a953d3859aa791d3c876e832cbab9e93bfcceaddcc38717087d7b37b525,
False,998cba0b5e01ff90b881caff9e23bad78320c0d3dd3f87931a3e85add23ec38c,
False,29fc6207a6a13f37327877eb5cefff464b31959c9173963ab5987c655951792d,
False,e50905939fc0f396a6294daa1016dded45d6d6656c3c77ece0b57cee5b0aeb56,
False,254868c944a63165370092d442d39f8ca26d3b74a6bafbdde1933c76dccfc6cb,
False,db197da5e65c6ecb51301501be17d24c2e3fd1ba586361f4c016b1a543a259cc,
False,8c4d0bc48105a8b603a4daaf15491f2bc1d1fdf1b28b6d18f7e7d2154894543f,
False,d2a639151050a69c0a2c34c3f7f3c6dea7927ca2440c1683c1894b11e3a461ae,
False,b288dce70ff5a4500245f55f7d31f27ec783f5d80b4dd712c6b271fe393abdf6,
False,d81a827f2b67502bd2b1cb55afd17e477fb9c52f52c26ecacd1ae9b1895c93bd,
False,bfae1dc26f10e98a0f4f93c0d8b38706810d772e8746d75b0fca438d3fbe6e1f,
False,bb8ee79be873cfa1085253b1305c7fa0dda99765f8707a5d43251c4ae51097fa,
False,316b4f7b8f2a6a192d539e76d375c3298c0276f8a6d718b6aaf907d489f96c54,
False,8baa5d5fd9a18723f2318306a58ffd065fda7f1d295927aba6e7dcea40091aa6,
False,ed80b9d4d928d147940232c49b75367348fd6d3fe58c634612dc2e82781965a2,
False,eb93312c7879e839329a25a5e46c86cfd4be62573ff43df1cf4b642179cbfe3f,
False,c84726384819ac036b1fb5a06c7a4c92bfd0b237dc833b80a36202f2b4621715,
True,6c3ca0d4c3a33cedccf1feed5c5bbc86713c2a936d87e0506bb0b686c7650c70,2024-04
False,beab526b8dbbb72d214ad488ddf64aee385bb54c694ab6cd4c966fafdbe60008,
False,4318c585c98cfa3ee0c189b633f216c0b9f4995e0bf57e256512b975313ce6ae,
False,cccb279a58eddf44a1c3c90c15a78157805148f4bee690c95deeca6a917431c7,
False,26370f23dd95df5083a802d06ca48bc2a39b31ea9209baf73dc0526105fe5893,
False,4b21c46412aa8561aed2991e6ec57c14a09fd29a82d6d0b58a89f3976ec10bb8,
False,a0697df96b639b9fa4855fbb1980b32e6e373460fe7c049b3787110a367f8cd1,
False,95214a7f27c36a97d7a54ef9819682fda8b76814a82a3f9eb03b12a61089c8f3,
False,5eff72fbc30aa2e72a7ab9553885c00e433404129c3da03c140d20dbc6f8dbf4,
False,c07c4827f65cd36a3803cd59b246087be38e468c69d40ef3712a252003da5fa1,
False,acd5fddc14911a93a10754cf091a287501dd1d20b3c7f07f557ecb258a1df7ff,
False,1693058346e70e0ec03b373faf10b8d8b5944652f7e497d72f2c4d56bc37f0f6,
False,7d1334d876b37b6fa45a70d259b9f26831ce32da419a955d529545dce3012cea,
False,d53672b4b29f871c7b9e27522f30ed98ab3764fe33b83d8a5f5f8107bcfb0716,
False,859402c68165d25b9bc5945cc799a5a63cf1adc1d822ff9cb8e230e26e47a08d,
False,efcf56d54f487b21f7c9314185fd001059ecf8d9574c6907affa051ff1ef8f98,
False,df02eae27d2000df802e62a2f91ab373eed475ee8baf2196be60f5e946b2f0db,
False,549dd1059b4ac99f004d5acb36a96fc35bb23b6f25b91150654534734356b9d1,
False,b18f6aa2c585bbcba09af4bd421b7740b855c560fbe508fcb29f4a385fb83e5a,
False,2fa80fdfbe2c32160f0313e152f976b4ec866508e4a05558d73efa22147d73b6,
False,942d293ce77d0cd89b20f5ac5f229c3df276c3bfd9c4f7ca8e096592f170fbcb,
False,fe5b57e944c4f7531ea93ad4c19df45ca266e29e1c381e8fbe9008030b3c2d13,
False,704840c0c5eef237953d405fc7bcde8c3f88b6d83c50c12a226e3c7bdab27bf9,
False,845243228c98371c075bffb7976721eaf830e92f8fa9c923a2f102271322b407,
False,fd99378d10692e9b71a72bb2f4adb3c27522a88f8b393353f71f68ac142c1cca,
False,d5976833d3347180b34d4190ec71e7a11446efca35a0492e973faa8f867c246e,
False,11628d6a7f6735e93d9a6a23e590886b064f554d0fec5d64d37ac6f772c96e09,
False,c961609bb852a716ab1266e54e3d5c7314d7ce513e7421dd4cda06c2f92330f5,
False,e504213fe29df196e95e65637ee8f477f1b7f05d897c4beacddeef777fc1cf74,
False,619516ab5295a65051fbb29e0b9bb55c5ea9bc95ba5af6a18121c7fe755adecb,
False,7f80e7bb9066d5b464d54f3333ac22c8fe8d6cd4b7ca3b16fc432ac91d101d88,
False,520f05fe7e83b30e1ea5998e882de73e48d2e1fccff5442cfff19b4268e229c8,
False,7618f86f87767f7dfc66b9994dc2ed977fd2c46af83ef0f79d043ecce18272cc,
False,87a5b18d66dc90dcc7e3411ffc418ea0466e30cb4e635b32d99570b28a533eda,
True,f2d4e6570ffa9511422f945f6182a30484f428c14c89cdf15312ffb49a01c591,2024-05
False,219905cca454c3a13c3c3656f16ac48174e7b165d4208436f85268d3f6af5721,
False,805cdb3f3d6bedf1c5a5183aed3468e0eacf1cadaa64aef2efd8e1b94c632055,
False,8ad32575162899a58bee70454a3d5e9e7e97309fcc6451ac66e117e08007e48b,
False,ef751b071ffea816eb7350fe8b6452faef697a2c858c919b3fc558e9439192dc,
False,4af55d1205a70aca2cdfcf7b2d9e56597f39a243e018c35dbfc08b40b201e59b,
False,590f1b6a9e0c592909118280f8798e4d2fcc3fcf11d65de80ece67b32a58ef91,
True,bf2e0d93864eac51432ac868dafbe8b50ac1448fb7da2853fab71cc94f50a1a8,2024-03
False,7f9deca3fc48faec01c03a30fd39d5691433fc19c3bbb3e13845ced4c9fa7e3c,
False,024932cdb5beb41fd2ff94af3bc4e11407daef99a851e68e16934398f0aef43d,
False,5992a34eddb113b958ccddb5a2e601cc093934b0f454bd46c42f75143815a1a1,
False,4712d7525da8f77896a12c23c073681afad2d972b10697f6a221b1044b7ac67b,
False,4cfdef403805dbb01ebc8408075e2c907d1b3c3b7ecde92684dca1f703798974,
False,1e60038905e586916c2329f791c51c3531c8715bfea0059fcd9b5ca3ce074f08,
False,b3eaea6a273f98e9306c697c08f2e752dd92722cbd456a7be4253f73044b1da7,
True,4bec18f2329acc3ab5ea62b0e7a4464654cb15a2bb4093110c56f4b6dfa5550c,2024-05
True,902d32bff16d59b09da1792a01c6fd00e05bf78c5d09fef291899e996729e144,2024-05
False,5c782673e4d729d3558b94d91f95eb0b6f99fdca8041d96a4b5843a54dfc881d,
False,b913a12cbd1bb5af2f0845528a4b8876d1c6a0b0d55cd02c9f0865e8ef4db52e,
False,56695b32923fb4dff37b4ddd2f6425c0b239bde0edd15ad239b0c3d50cda3965,
False,e93d00ef4e6fd474556948af829b696b98b5a684b31765729623a79758faf49f,
False,91d67faa28c4adb1454e38151390a33dda32e69c2c4c345a92a88a7376ba03c3,
False,3a2a2cc042bd4e26a2d1f187dd7df14502e0aa48d1968c4355e068eb8a1cca26,
False,52447adfb66935fe2329b839aeaab4de0acd27cfc72db7773b6c589210da25cb,
False,d9a76ac6b8a53953b1ce26efc027e9456364185a9695ca8ace4a55d7220a416a,
False,215bd5e9c6c3c487513f60350fe704da342b495baba4197fcb3b7a6f3451674e,
False,b66b55350978379f965e114483487d8b328f0fd24c47a6d48e4d2c60bd6ea8fb,
False,d67ac065cd812f1e67541f5c0410d365ecc635d604103aacfd03e9ed11257cf4,
True,349d8dd37d358c3e024f64598ff17cfaf4b1c669dd75784455ed6bed8bbdf99f,2024-04
False,c75334964cd985083ad66617c1ea3d90214ba997c3e0b8e2f1f72cde4a99c8b3,
False,160f25ab2eca1e169e66db0a7afd3f10567ddd5745cc97f835a7614dda8c2f81,
True,e7d74c4dfffc0d899acb3b8e1e6f2ac3b4b075dee8319f4cd579ec9fef4e7eef,2024-05
False,227cda2151aa303d73da374eea174ad6c3bce6630f37e47bd670b85ca20be860,
False,eb626761417e8f60b6b261235f8ef2e70c2ccdf7aa4b1d773382ba7e7bbb3881,
False,de8934870ac12af9f3e852c71ab062b288fec70b144f0206512ba2bd691958f7,
False,c22c159f7165db97699f1e37db8448d2293e59107355cbe2eb964e50fc58ec58,
False,896a0a66c68a949f1723225d65fed641110692bf2f064aa7881665e35c9bd354,
False,ac7d9879bac35b21043b656132ebb8c183d0afabea57e86fc124fd9833fbe48b,
False,96c9ee22cfcfb0c4e1cbc4e8a9d4f607b0e842dec69b31a8f37d6bcea953ad0a,
False,8c5d9fa2cbc4bec577dc4cf50f727b19c60a7e918805b45a1a5020ae8cdcd12b,
False,0929fc8b0bd9162bf5599af0a9f0e51e91c860f9620d1e676180868d426efcf5,
False,3a0c402c5f25b2c9f4672e479223e0f9382f845beaabea60eb99ba15d63e3527,
False,a19efe24e841b9f589e45cb55afde1300a79eeff79b1df3628e6054d65af8db7,
False,ce3bd7ab8be1156cad1ecf536598951419e256f8be9da4c4f782b8704b084c8e,
False,8db1dfeef13cefc2bd9a621d5b531a4bd9b2d76ad47651ff72ea21920b8723c3,
False,81b972e4fcb5cbb1aedf01c0e95bb328bf4e7f2633b31214ba4dd1d3ffb4bea5,
False,b689439919a75b0fc63242015b2259e1d52585d981bec1de61d017e775bf3613,
False,ea679984437435636b0be33440c01e27f7f5d4b9c6bf09481fe7d6297daa9fdd,
False,e532cdf0a631cd6a4bc5a1062f3749e32e289b17c81cf3927dd99f885507b3d7,
False,65119e508444ee94d12a4ac2460b65c9b5c4f04fcd9616af195ce898220785f3,
False,1798e3efcf4661947795790e47b5a04ca1c5578b41fb07c9fb094fdf73be08dc,
False,e8216439c5d0ee619f715ec750c1b3eec6c90124b752d90ec530db06b6c4a3d2,
False,fe6b52c4fd66241fd39bf713933af0dc661ac4723092150b440751c451026729,
False,067ca0a3f77f4e6feb4076f695d44aa7e458f92d183d6fcd746302f48cf84282,
True,56e434e19c661d7cccb6a80150d31c71b0cee40e0208b891130b2fbe1eb87f47,2024-05
False,29b0ff4415457b754a124229c19d39910cfb8102a9ad69a09aa44a35097ed525,
False,e1cd0b8f6607a23b1b56729fef27aa423d0a381be990639e20d3127ab4200878,
False,6c76cb333043d5a810bede493f178ea6004e967538872d8ace9827b2c30c755f,
False,059bab991a14610b6a051c124fb5c81431d4569dc2d6d2de50ab4fdd5d2aace8,
True,6d0173a68688f6b3b6efb96c02a89b07e227959d42260a10e83b1c5264896d8c,2024-04
False,8922d0a43f5fd83aa6bd430a861de5910099454910f489b0b0c3c30f38474d85,
False,5f48cfd93ff487deac397f881b5df7eca008d061164b4a3886236c441151ac0c,
False,c48b14454a585aa375aada54f9b433fd768cb06fcba349cdc6b78ed2e2a2b996,
False,2639084c1861ee8640d73df0d9e694433b7aa668ac93fc81ac445529347d19ec,
False,be3cb6bdd63473f4b89ed77b29a8a2fab5299586f68d5efcc37de5c0719bf381,
False,0165c1e81fa0278785bb9bf2e219125cbc472247ccd00174ac83c168a3453d42,
False,450c601a83822c7ebf96ff2c0ddb53a34289a454888dda5babf33fc16e89ae22,
False,cc901fa6e97b2926182ea98a4af6e38ed7dfff74c0379e07db8f90b0f5929705,
False,c2c141942dcb526973c0f8222924362e4d27f188afd41fa4a0cc3f4ce20db14b,
False,246d27acf96514fb22df30792a1f8e4066ee906e596684d5343f41d9e99b76ef,
False,22c4031e33e828266949b0933d8568da88d7dbc10dc61251b73f2dab6e5aebf8,
False,a6d7b623afb423fe0786264df46ea2f4e60bbc5c222c29e9f2b4d8889746fc2c,
False,2b5c7b36c74ad57abca273d89fee906b4b9c2e43ca367d84afee42263f4812bf,
False,fdd7bdca4f92b3940978d5827ad440e7dbcfe189279b653da1410a1ef4d9780f,
False,764c07ab5c637b53a2959228dcafd0c69401a722ec52b218236d39b9b86f0703,
False,98e9e0549ca87574e4fa4ba537f9ed647ed092e0cfd5ae408b21aca3c10dfef8,
False,8815bd4a2ff94a82aaae341535bd9c08f038d59d8349dff1aff4121640efa021,
False,e056495ea83b781bb90db9f7ad08e6e4bbcf596982bfd8dc2b1963ad26ff767e,
False,036747f98e266e965687ca046b4d28a1aa71e3192c6bae3ee4bf44a19d428585,
False,8116f81c80f2127edf23023dd90bbfa2baadfbd22457df75006c1c0220e5c432,
False,201ea11e81b33b4550a8589003e81008fb8c371702703a97d99e43518d38c99c,
False,195662a3aeb1b8583e9f60c9525333f758d2b59225cd59abc101ab0fc7721414,
False,39fda8aecb5d1fcfec67daeaca04894e3101194e63bc1895b42fc37d54470250,
True,e275fdcbd0fd31c2f123057aa2a44254711b507343e1a76bb4844d5b97c12194,2024-03
True,394dda9a3d2632d93feb02d78ef79e60c7d65a615c1d3c582841234f4ad0ac54,2024-05
False,dcb6f34cc5c45c8a915e1de3465fadf4a146a4a13ab5186a24de24c491e0b577,
True,55c1518afd4b82e772d0570582719b4447726f90cf844eb8ac5195912fea5031,2024-06
False,2fd6ddfd4937ee93befaa44c7eb402b608eb1b694f5ec5e844d90418b65413b5,
True,9e6ce88df4f2e0c662f4b90104f5894935ae929a1b72d30341f134daf33685f5,2024-05
False,b533e0a98c42ead36d1b769c54782a96f4ca26ee7ecf9dbdad3b0f55c4aa114b,
False,85558dcad1518b253a589683515850e58f163be5924a60b359127c9b0454aa8e,
True,ad2f06516ef313de8c915978c8ecc0f7442bfc1a3c907c3dc884f5abf33b7952,2024-06
True,795d542b0e22c6f518d359d03ea9df271e50246324ff055c6e0c8f27608a83ac,2024-04
